Index,Quarter-Year,Question,Question_cleaned,Asked By,Role of the person asked the question,Answer,Answer_cleaned,Answered By,Role of the person answered the question
11,1Q23,"Good morning. You guys talked about one of the drivers of the higher net interest income guide this year is due to likely higher credit card balances. And I was just wondering if you could flush out what changed there on the outlook today versus three months ago. And I guess, is it a good or bad thing that those balances will be higher than you thought?",['good morning guys talked one drivers higher net interest income guide year due likely higher credit card balances wondering could flush changed outlook today versus three months ago guess good bad thing balances higher thought'],Matt O'Connor,"Analyst, Deutsche Bank Securities, Inc.","Yeah. So the story there is kind of the same story we've been talking about for a while. It's just a matter of degree. So we had revolving balances obviously drop a lot during the pandemic period and then we talked about having them recover in absolute dollar terms to the same level as we'd had pre-pandemic, which I think happened last quarter. And then the remaining narrative is just the further normalization of the revolve per-account, because we also have seen some account growth, and that continues to happen. And so also, to Mike's question earlier, we're seeing a higher yield there as well. So, and on your question of whether it's good or bad, obviously there's a point at which the consumers have too much leverage. We don't see that yet, so. It's normalization. Yeah. It's a good thing for us. Yeah.",['yeah story kind story weve talking while matter degree revolving balances obviously drop lot pandemic period talked recover absolute dollar terms level wed pre-pandemic think happened last quarter remaining narrative normalization revolve per-account also seen account growth continues happen also mikes question earlier were seeing higher yield well so question whether good bad obviously theres point consumers much leverage see yet so normalization yeah good thing us yeah'],"Jeremy Barnum, Jamie Dimon","Chief Financial Officer, JPMorgan Chase & Co.; Chairman & Chief Executive Officer, JPMorgan Chase & Co."
12,1Q23,We have no further questions.,['questions'],Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Excellent. Folks, thank you very much.",['excellent folks thank much'],Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase & Co."
13,2Q23,"Hey, Jeremy, you talked about NII guidance up. Clearly, Fed Funds futures are up so it makes some sense. But maybe I guess first, could you kind of discuss â€“ I guess comment on deposit behavior broadly around betas and mix and what you're seeing there so far? It seems to be coming in a little better than expected. And then secondly, and probably more importantly, can you help us think about the implications of higher-for-longer rates on the outlook for NII next year and beyond? I guess the intermediate term outlook that you guys had talked about?",['hey jeremy talked nii guidance up clearly fed funds futures makes sense maybe guess first could kind discuss â€“ guess comment deposit behavior broadly around betas mix seeing far seems coming little better expected secondly probably importantly help us think implications higher-for-longer rates outlook nii next year beyond guess intermediate term outlook guys talked about'],Jim Mitchell,"Analyst, Seaport Global Securities LLC","Yeah, sure. Thanks, Jim. So, yeah, so when we talk about the drivers of the upward revision, as I said, it's higher rates coupled with lower deposit reprice; hard to untangle the two drivers. And specifically, I think when you look at Consumer, the combination of the passage of time and the positive feedback we're getting from the field and the CD offerings in particular has meant that it's quite a kind of stable environment from that perspective. And similarly, in Wholesale we're just seeing slower internal migrations. You asked about mix. I think that obviously, we're seeing the CD mix increase and we would expect that to continue to take place probably even past the peak of the rate cycle into next year as we continue to capture money in motion. But as you say, the most important point is the fact that, as I said earlier, we don't consider this level of NII generation to be sustainable. And we talked previously about a sort of medium-term run rate in the mid-70s. That was before First Republic, and you could argue that maybe that number should be a little higher. But whatever it is, it's a lot lower than the current number. We don't know when that's going to happen. We're not going to predict the exact moment; that's going to be a function of competitive dynamics in the marketplace. But we want to be clear that we do expect it at some point.",['yeah sure thanks jim so yeah talk drivers upward revision said higher rates coupled lower deposit reprice; hard untangle two drivers specifically think look consumer combination passage time positive feedback were getting field cd offerings particular meant quite kind stable environment perspective similarly wholesale were seeing slower internal migrations asked mix think obviously were seeing cd mix increase would expect continue take place probably even past peak rate cycle next year continue capture money motion say important point fact that said earlier consider level nii generation sustainable talked previously sort medium-term run rate mid-70s first republic could argue maybe number little higher whatever is lot lower current number know thats going happen were going predict exact moment; thats going function competitive dynamics marketplace want clear expect point'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
14,2Q23,"So I guess, I want to ask a broader question really here. And maybe, Jamie, I'd like to get your thoughts. So you earned 23% ROTCE on 13.8% CET1, and we hear you loud and clear that you're more normalized NII generation is not $87 billion. That being said, and fully taking into account the potential haircut from Basel III Endgame, is it possible that your natural ROTCE is maybe above that 17% through-the-cycle rate when rates aren't zero? Because when you first introduced that ROTCE target, we were in a different world from a rate scenario and everybody's talking about even if the Fed cuts, the natural sort of bottom in Fed funds is not going to be zero. So any input on that would be great.",['guess want ask broader question really here maybe jamie id like get thoughts earned 23% rotce 138% cet1 hear loud clear normalized nii generation $87 billion said fully taking account potential haircut basel iii endgame possible natural rotce maybe 17% through-the-cycle rate rates zero first introduced rotce target different world rate scenario everybodys talking even fed cuts natural sort bottom fed funds going zero input would great'],Erika Najarian,"Analyst, UBS Securities LLC","Yeah. Thanks, Erika. I mean, it's a good question. There's a lot in there, obviously. I guess I would start by saying that when we talked about the 17% through-the-cycle ROTCE, even though we may have introduced that in a moment when we were at the lower zero bound, it was always premised on a sort of normalized rate environment, and at some level that remains true today. Furthermore, you didn't ask this explicitly, but in the context of the proposed Basel III Endgame, one relevant question might be if you have a lot more capital in the denominator, what happens to that target? So I think as I said in my prepared remarks, we feel very confident about the company's ability to produce excellent returns through the cycle. There's a lot of moving parts right now in that; some of them could be good, some of them could be bad. Narrowly, on the capital one, the one thing to point out is that the straight-up math of simply diluting down the ROTCE by expanding the denominator misses the possibility of repricing of products and services, which of course goes back to our point that these capital increases do have impacts on the real economy. So we're not suggesting that we can price our way out of it, but we obviously need to get the right returns on products and services, and where we have pricing power we will adjust to the higher capital. So a lot of moving parts in there, but I think the important point is that through a range of scenarios we feel good about our ability to deliver good results. And we'll see how the mix of all the various factors plays out especially after we see the Basel III proposal and then go through the comment period.",['yeah thanks erika mean good question theres lot there obviously guess would start saying talked 17% through-the-cycle rotce even though may introduced moment lower zero bound always premised sort normalized rate environment level remains true today furthermore ask explicitly context proposed basel iii endgame one relevant question might lot capital denominator happens target think said prepared remarks feel confident companys ability produce excellent returns cycle theres lot moving parts right that; could good could bad narrowly capital one one thing point straight-up math simply diluting rotce expanding denominator misses possibility repricing products services course goes back point capital increases impacts real economy were suggesting price way it obviously need get right returns products services pricing power adjust higher capital lot moving parts there think important point range scenarios feel good ability deliver good results well see mix various factors plays especially see basel iii proposal go comment period'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
15,2Q23,"Hi. Good morning. Jeremy, wanted to ask about capital in the wake of the Barr speech. We don't have the details yet, but just kind of wanted to ask about options that you have and strategies for mitigation both on RWA and potentially on the GSIB front as well as you contemplate what you heard recently.",['hi good morning jeremy wanted ask capital wake barr speech details yet kind wanted ask options strategies mitigation rwa potentially gsib front well contemplate heard recently'],John McDonald,"Analyst, Autonomous Research","Yeah. Thanks, John. So obviously, we're thinking about that a lot. On the other hand, as much as there have been a lot of very detailed rumors out there that might lead you to start to try to do some planning, it does seem like this time it's real and we are actually going to get a proposal presumably sometime this month or something. So soon enough, we'll get to see something actually on paper and we can stop kind of the guesswork. Having said that, indulging in a little bit of guesswork, it does seem like the biggest single driver of the increase that people are talking about, including Chair Powell's 20% number or Vice Chair Barrâ€™s 2% of RWA which winds up being roughly the same, is just the way operational risk is getting introduced into the Standardized pillar. And that is a little bit of a straight-up, across-the-board tax on everything. It's kind of hard to optimize your way out of that, with the exception obviously of the fact that you can simply increase price, assuming you have pricing power, but that's obviously not what we want and that's what we sort of mean by impacts on the real economy. So there are details, there is a lot of the FRTB stuff; we can get way into the weeds there within the Markets business. And we do have a good track record of adjusting and optimizing, but this time around, it may be a more fundamental set of questions around business mix as opposed to the ability to sort of optimize in a very technical way.",['yeah thanks john obviously were thinking lot hand much lot detailed rumors might lead start try planning seem like time real actually going get proposal presumably sometime month something soon enough well get see something actually paper stop kind guesswork said that indulging little bit guesswork seem like biggest single driver increase people talking about including chair powells 20% number vice chair barrâ€™s 2% rwa winds roughly same way operational risk getting introduced standardized pillar little bit straight-up across-the-board tax everything kind hard optimize way that exception obviously fact simply increase price assuming pricing power thats obviously want thats sort mean impacts real economy details lot frtb stuff; get way weeds within markets business good track record adjusting optimizing time around may fundamental set questions around business mix opposed ability sort optimize technical way'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
16,2Q23,I just wanted to ask a little bit about how you're feeling about the trade-off between like the commercial economy and what might come through in terms of future loan growth versus the kind of green shoots that people are talking about in the Investment Banking pipeline and just how it feels in terms of like re-opening of markets and the trade-off between getting some more of those fees in versus what's happening on the loan demand side.,['wanted ask little bit feeling trade-off like commercial economy might come terms future loan growth versus kind green shoots people talking investment banking pipeline feels terms like re-opening markets trade-off getting fees versus whats happening loan demand side'],Ken Usdin,"Analyst, Jefferies LLC","Sure. Good question, Ken. So I think in terms of Investment Banking and Markets, yeah, slightly better than expected last month. What I would talk about green shoots especially in Capital Markets generally, still definitely some headwinds in M&A, lower announced activity, some regulatory headwinds there, so we'll see. I think it's a little too early to call a trend there based on recent results, but we'll see. In terms of the broader economy and loan growth expectations, generally, we do still expect reasonably robust Card loan growth. But away from that for a variety of different reasons and different products, whether it be mortgage or C&I after revolver normalization, and especially if we see a little bit of a cooling off of the economy, I would expect loan demand to be relatively modest there, so we're not really expecting meaningful growth away from Card. But of course, we're there for the right deals, right products, right terms. We lend through the cycle, so I see that as more of a demand-driven narrative which will be a function of the economy rather than any tightening on our side.",['sure good question ken think terms investment banking markets yeah slightly better expected last month would talk green shoots especially capital markets generally still definitely headwinds m&a lower announced activity regulatory headwinds there well see think little early call trend based recent results well see terms broader economy loan growth expectations generally still expect reasonably robust card loan growth away variety different reasons different products whether mortgage c&i revolver normalization especially see little bit cooling economy would expect loan demand relatively modest there were really expecting meaningful growth away card course were right deals right products right terms lend cycle see demand-driven narrative function economy rather tightening side'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
17,2Q23,"Jeremy, can you give us your view on how you're measuring the treasury functions and the asset liability of your balance sheet as we go forward versus the way you guys were positioning and managing it a year ago in view of the fact that it looks like maybe we're approaching the terminal rate on Fed funds rates?",['jeremy give us view measuring treasury functions asset liability balance sheet go forward versus way guys positioning managing year ago view fact looks like maybe were approaching terminal rate fed funds rates'],Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Yeah. Gerard, I would say honestly not much changed there actually. We have been pretty consistently concerned about the risk of higher rates. Of course, we always try to position things to produce reasonable outcomes across a broad range of scenarios. But at the margin, we've been biased towards higher rates, and that may be a little less true at these levels than it was before, although a lot of that is just the consequence of deposit convexity playing out in the modeling. But in any case, all else equal, I think we are going to continue to focus on making sure we're fine in a higher rate scenario while staying balanced across a range of scenarios. So not really a lot of change in our positioning, and that's obviously including the fact that we took on First Republic which, even net of some of the liabilities, had a long structural interest rate position. We did not actually want to get longer as part of the deal, and so as a result we took actions to ensure that net-net we are still about the same as we were last quarter.",['yeah gerard would say honestly much changed actually pretty consistently concerned risk higher rates course always try position things produce reasonable outcomes across broad range scenarios margin weve biased towards higher rates may little less true levels before although lot consequence deposit convexity playing modeling case else equal think going continue focus making sure were fine higher rate scenario staying balanced across range scenarios really lot change positioning thats obviously including fact took first republic which even net liabilities long structural interest rate position actually want get longer part deal result took actions ensure net-net still last quarter'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
18,2Q23,"Steve, you there?",['steve there'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",,['nan'],,
19,2Q23,"Good morning. I guess just first question, following up on the outlook for the economy. Like, we've all been worried about the recession for a year and there's a debate about the lagged effects of the Fed rate hike cycle. When you think about 
Jeremy, I think you mentioned your unemployment outlook relatively similar today versus a quarter ago 
how worried should we be in terms of the credit cycle 6 to 12 months from now? Or are you leaning towards concluding that maybe U.S. businesses, consumers have absorbed the rate cycle a lot better than we expected a year ago?",['good morning guess first question following outlook economy like weve worried recession year theres debate lagged effects fed rate hike cycle think jeremy think mentioned unemployment outlook relatively similar today versus quarter ago worried terms credit cycle 6 12 months now leaning towards concluding maybe us businesses consumers absorbed rate cycle lot better expected year ago'],Ebrahim H. Poonawala,"Analyst, Bank of America Merrill Lynch","Yeah. So, I mean, I'm sure Jamie has some views here. But in my view, I would just caution against jumping to too many super-positive conclusions based on a couple of recent prints. And I think generally, our point is less about trying to predict a particular outcome and more about trying to make sure that we don't get too much euphoria that over-concentrates people on one particular prediction when we know that there's a range of outcomes out there. So obviously, people are talking a lot about the potential for soft-landing right now, no landing, immaculate disinflation or whatever. And whether our own views on that have changed meaningfully, I don't know. But the broader point is that we continue to be quite focused on Jamie's prior comment that loss rates still have room to normalize even post-pandemic, so we're probably over-earning on credit a little bit. Obviously, we've talked about the expectation that the NII is going to come down quite a bit. So even forgetting about whether you get some surprisingly negative outcomes on the economy from where we stand today, even in a central case you just need to recognize that there should be some significant normalization.",['yeah so mean im sure jamie views here view would caution jumping many super-positive conclusions based couple recent prints think generally point less trying predict particular outcome trying make sure get much euphoria over-concentrates people one particular prediction know theres range outcomes there obviously people talking lot potential soft-landing right now landing immaculate disinflation whatever whether views changed meaningfully know broader point continue quite focused jamies prior comment loss rates still room normalize even post-pandemic were probably over-earning credit little bit obviously weve talked expectation nii going come quite bit even forgetting whether get surprisingly negative outcomes economy stand today even central case need recognize significant normalization'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
20,2Q23,"Hi. I had another question on Vice Chair Barr's speech from this week. To the extent that capital ratios do go up 20% for you and perhaps others, to what degree would you think about changing your business model in terms of remixing where you do business, repricing or simply removing activities that you used to do? It's kind of ironic, or maybe it's not ironic, that Apollo hits an all-time stock price high at the same week of the speech. So how much business leaves JPMorgan or the industry if capital ratios do go up as much as potentially proposed?",['hi another question vice chair barrs speech week extent capital ratios go 20% perhaps others degree would think changing business model terms remixing business repricing simply removing activities used do kind ironic maybe ironic apollo hits all-time stock price high week speech much business leaves jpmorgan industry capital ratios go much potentially proposed'],Mike Mayo,"Analyst, Wells Fargo Securities LLC","Yeah, exactly. And I was going to say, Mike, yes to everything, so meaning repricing, yes, definitely. To the extent that we have pricing power and the higher capital requirements mean that we're not generating the right returns for shareholders, we will try to reprice and we'll see how that sticks and how that flows into the economy and how that affects demand for products. And if the repricing is not successful, then in some cases we will have to remix and that means getting out of certain products and services. And as Jamie points out, that probably means that those products and services leave the regulated perimeter and go elsewhere, and that's fine. As Jamie points out, those people are clients and I think that point was addressed also in Vice Chair Barr's speech. But traditionally, having risky activities leave the regulated perimeter has had some negative consequences, so these are all important things to consider.",['yeah exactly going say mike yes everything meaning repricing yes definitely extent pricing power higher capital requirements mean were generating right returns shareholders try reprice well see sticks flows economy affects demand products repricing successful cases remix means getting certain products services jamie points out probably means products services leave regulated perimeter go elsewhere thats fine jamie points out people clients think point addressed also vice chair barrs speech traditionally risky activities leave regulated perimeter negative consequences important things consider'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
