Analyst,Analyst Role,Question,Executive,Executive Role Type,Response,filename,Quarter,call_date
Mike Mayo,"Analyst, Wells Fargo Securities LLC","Hi. I understand the NII strategy benefited from First Republic, asset sensitivity, CD strategy, money in motion, and I'm curious to how much is the NII increase and the deposit benefits a function of the 67 million digital banking customers? Do you have more digital banking customers than branch customers now? If you can just refresh that. And then a more general question. I guess I have the first one for Jeremy and the second one for Jamie. You have record tech spend. What's the benefit of having record tech spend, if you can kind of mark-to-market your thoughts there as it relates to AI, as it relates to maybe wasted spending, your outlook for next year? And does it really help to be the biggest tech spender in the banking industry?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yes. Let me do digital banking, Mike. I spent some time on this actually a couple weeks ago. And it's interesting to note this sort of extent to which the growth in digitally engaged consumers is higher than the overall growth in consumer accounts, meaning that we're continuing to increase the percentage of our consumers that are digitally engaged. And it sort of goes back to my prior point...",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Mike Mayo,"Analyst, Wells Fargo Securities LLC","As it relates to AI specifically, which is the talk of the town, I guess the consensus among people outside the banking industry is that banks will not win that battle, including JPMorgan. You won't control the front end. What are you doing with AI to make a difference now, or is this just simply a moon shot?",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","Oh, I don't agree with that statement. Banks have an extraordinary amount of proprietary data in addition to when you do like a large language model, that's public data, looking at everything on the internet or everything that's ever been published or something like that. But AI is an extraordinarily good tool to use. We just put a woman who's running it at our table. So it's data analytics, AI, et cetera. And there are multiple types of AI. So we use AI for risk, fraud, marketing, prospecting. And the management team's getting better and better at saying how can we use the data to do a better job to reduce errors, to serve clients better, to have a salesperson have co-pilots so they know to widen the client's coin or something like that. And so, we simply have to do it. Does it create opportunity for disruptors to come in? Yeah, of course. That's always been true with technology. And, but, we'll be quite good at it.",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Mike Mayo,"Analyst, Wells Fargo Securities LLC","And then lastly, I think you had made a mention at a conference about investment spend or tech spend over the next year. Where do you stand on that?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. Now because you did ask a little bit about the expense outlook for next year. So I think at the conference we said, I think the consensus was $88 billion, but we're still going through the budget process, et cetera, et cetera. So that's still true. I think we're still kind of in the ballpark, but I would say at the margin there's going to be a little bit of upward pressure.",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jim Mitchell,"Analyst, Seaport Global Securities LLC","Hey. Good morning. Jeremy, do you think there's any receptivity among regulators regarding the double counting not only of operational risk but I think you alluded to this earlier in the Markets business, but there's clearly double counting in market risk in the trading book. Is there any receptivity?",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","Can I just answer that real quickly? We don't really know. It's a one-sided conversation generally. They say put it in your comments, so everyone is going to put in extensive comments, kind of like you heard from Jeremy and we don't really know. We don't really know what's going on inside the Fed, how many people get involved. In my view, it's become a very politicized process as opposed to the technical analysis I think is required to do it exactly right. So we'll see.",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jim Mitchell,"Analyst, Seaport Global Securities LLC","Okay. And then if it weren't to change, and you talked about the potential negative impact on liquidity in the Markets business specifically, is that a JPM pulling out of certain businesses type event? Or is it more a comment that there'd be fewer providers of liquidity as less scaled players exit, and maybe that's almost equal a market share gain opportunity for JPMorgan in a smaller business?",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","I think so if you look at Markets alone, it's a huge, I think 60%, increase in capital. And if you look at it, you can do that by product. For some products it's worse than for others, but generally it's bad across all products. But the really important thing is market making is a critical function and if you look at the world, only some of these large market makers who could make markets for governments, hospitals, cities, schools, states, IMF, World Bank, BlackRock, Blackstone, and all those various things who buy and sell for their clients in size. And market makers have a different function than hedge funds, and I don't know what the real intent was with this. This is another one I think that needs to be really thought through with what are you trying to accomplish. We do market making quite safe. We've never lost the kind of money that people talk about in market making in the global market shock or something like that, but the other thing about market making, I do agree, it could actually force some people out. It will force lower positions which is why I think it's a little risky, but it may also force more consolidation. And so clients, since they need it so much, there may be consolidation in an unintended way in market making and obviously more volatile markets because with all the constraints, with the LCR, SLR, capital, et cetera, you will constantly be up against limitations in what you can do. 17",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
John McDonald,"Analyst, Autonomous Research","Thanks. Jeremy, could you give a little more color on what's baked into the loan loss reserve in terms of kind of weighted average assumptions and how any change in macro outlook played into the dynamics of the reserve builds and releases this quarter?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. Actually, John, this quarter, that's all like pretty quiet. So, the weighted average unemployment rate number is still 5.5%. We didn't have any really big revisions in the macro outlook driving the numbers, and our skew remains as it has been – a little bit skewed to the downside. Just recognizing that we still see risks being elevated, which obviously you can see that skew in the difference between the weighted average unemployment of 5.5%, and what's in our central outlook, which I think is something like 4.6% (sic) [4.4%] peak of the current levels.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
John McDonald,"Analyst, Autonomous Research","Okay. And then, just to follow up on the NII, could you give us some sensitivity to that outlook when you flex the amount of Fed cuts? Like what's the impact of a few Fed cuts and how much does it matter like for the first two versus if you're thinking four, five, six? I know it's complicated, but maybe a little bit of color on like how sensitive you are to a couple of cuts might be helpful.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Sure. Yeah, happy to do that, John. So, I think probably the best way to do this is to look at our EaR numbers. So, as you know, we don't update that until the Q. But on an estimated basis, it's going to be a little bit lower. So, I think something like $1.9 billion as opposed to $2.1 billion. So, just round numbers, about $2 billion in EaR. I think, empirically, the number is maybe a little higher than that just because even though we do model lags in the EaR, we've been seeing the lag effect be a little bit bigger. But just crudely, I think as I noted, we do remain asset-sensitive. That's one way to quantify it. I would say the empirical number would maybe be a little higher than that, and hopefully, that gives you enough to work with.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Ebrahim H. Poonawala,"Analyst, Bank of America Merrill Lynch","And maybe just taking that a step further, there has been concern around whether we see some of the CRE pain filter into multi-family apartments. You all have a pretty large multi-family exposure, high quality. But just give us a sense of, one, are you seeing any bleed-through of what we've seen in office in other areas of commercial real estate or any particular parts of C&I lending? Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. So, good question on the multi-family, and the short answer is that, for us, it's pretty uncontroversially no – no bleed-through. And the reason is that while we are aware of some of the pressure on multi-family, that's in kind of different markets from the ones that we are actually big in. So, it's higher-end stuff in much less supply constrained markets that is under more pressure. And as you know, our multi-family portfolio is much more affordable, supply constrained markets. And so, the performance there remains really very robust.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Erika Najarian,"Analyst, UBS Securities LLC","Thanks. And just as a follow-up, the $90 billion in expenses for 2024, does that contemplate a significant increase or the comeback of investment banking that everybody seems to be expecting for 2024? 8",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","A little bit of that is in there, yeah. So, you would see that. We often talk about the volume in revenue related category, and I think in my prepared remarks, you will have noted that I talked about a $1 billion increase in that category year-on-year as a result of an improved NIR outlook. So, the hope and expectation of a continued rebound in the investment banking wallet and our share of that is part of that.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Mike Mayo,"Analyst, Wells Fargo Securities LLC",Okay. I have a short follow-up. I'm still here.,Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase",Sure.,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Mike Mayo,"Analyst, Wells Fargo Securities LLC","Yeah. Can you just talk about the impact of AI on your technology approach? And I know I've asked you this before and you said you're spending it, you're being careful, you want to see a return on your dollars. But how much difference can this make? How big is your tech budget last year? How much should it be this year? How much could AI make a difference? Just a little more meat on the tech bones.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah, sure. So, let me address the AI point, and I think maybe I won't go into a lot of quantitative detail on this stuff and I'll save that for Investor Day, if you don't mind. But, I will address the AI point. So, as you may be aware, we actually have Teresa Heitsenrether now running the AI strategy for the company as a member of the Operating Committee, which I think is an indication of the priority that we place on this, and in partnership with Lori and all of the technology organization. So, I think that – I think of this as being a little bit barbelled, where on the one hand, we're very excited about this. There's clearly some very significant opportunities, not for nothing, starting with technology developers themselves in terms of the opportunity for significantly increased productivity there. At the same time, we're JPMorgan Chase. We're not going to be chasing shiny objects here in AI. We want to do this in an extremely disciplined way, it's very commercial and very linked to tangible outcomes. And so, the current focus is on making sure we have a contained, well-chosen list of high-impact use cases and that we're throwing resources at those in the right way, that's extremely pragmatic and disciplined, and we're holding ourselves accountable for actual results.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Hi, Jeremy. How are you?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Hey, Gerard.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Jeremy, coming back to your outlook and forecast for net interest income for the upcoming year with the six Fed fund rate cuts that you guys are assuming, can you give us a little insight why you're assuming six cuts? Is it your customers are telling you that their businesses are weaker or is it your just economic outlook, the forward curve? Can you give us something behind why you're assuming so many rate cuts?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. Gerard, I wish the answer were more interesting, but it's just our practice. We just always use the forward curve for our outlook, and that's what's in there.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Okay, very good. And then, as a follow-up, obviously, you pointed out also in the outlook you're going to have some deposit attrition. You had some, of course, in 2023. Can you guys give us some insights on the impact QT is having on the deposit base for your organization? And second, are you surprised that QT hasn't been more disruptive to the liquidity in the markets?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. Good question, Gerard. I mean, I think you've heard Jamie talk about this a lot. QT is obviously a big focus and one of the complicating elements that we have in the current environment. I think that the math is the math in the sense that QT, all else equal, is withdrawing from system-wide deposits. In the last six months of this year, that's been offset, hopefully, by a reduction in the size of RRP. And so, that's been supportive of system-wide deposits. As we go into 2024, RRP is at lower levels, and so that may be a little bit less of a tailwind. But it's also the case, as you know, that there's – the market's expectation is that QT is going to start slowing down at some point this year. So – and we still have reasonable levels of reserves and some cushion from RRP. So, that's part of the reason that our outlook is for deposits to be modestly down, with the shrinkage in system- wide deposits maybe partially offset by our belief that we can take some share. But, also I think the second half of this year is going to be interesting to watch in terms of what the Fed does.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jim Mitchell,"Analyst, Seaport Global Securities LLC","Hey, good morning. So, Jeremy, as you highlighted, full year NII guidance implies a sizable drop in Q4 NII ex. Markets about 6%. So, can you just maybe discuss what are the largest drivers of the sequential decline including any initial thoughts on deposit behavior and pricing since the 50 basis point cut? And since it's related, I'll just throw out my follow-up question. I realize the forward curve is moving around a lot, but since Dan brought it up a month ago, can you frame how you're thinking about the NII trajectory for 2025? Thanks.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. Sure, Jim. I'll try to answer both questions together to the best of my ability. So, as we sit here today, the biggest single driver of the sequential decline is, in fact – that we're expecting – is, in fact, the yield curve. So, that yield curve has changed a little bit since Daniel made his comments at the conference earlier in the quarter, but not that significantly. In terms of deposit balances, which is obviously another important factor here in light of the Fed starting the cutting cycle, it feels to us like right now, as I mentioned in my prepared remarks for Consumer, we're pretty much in the trough right now as we speak. When you look at yield-seeking behavior that has come down quite a bit, so that's no longer as much of a headwind all else being equal. And then if you look at checking account balances, those have been pretty stable for some time, which we see as an indication that consumers are kind of done spending down their cash buffers. So that's kind of supportive for consumer deposit balances. And in that context, the other relevant point is the CD mix where, with the rate cuts coming, we expect CD balances to price down with pretty high betas and probably the CD mix actually peaking around now. And then as we move to Wholesale, we've actually already been seeing a little bit of growth there, and when you combine that with the sort of increasing view that many people in the market have that it's likely that the end of QT will be announced sometime soon, that's also a little bit supportive for deposit balances. So, maybe, I'll – well, I guess then you also asked me a little bit about next year. So, I guess one thing to say, right, is that we did have a sequential increase in NII this quarter and, as you may recall, at Investor Day, I said that there was some chance that we would see sequential increases followed by sequential declines and that people should avoid kind of drawing the conclusion that we'd hit the trough when that happens. So that's essentially exactly what we're seeing now. But from where we sit now, given the yield curve, assuming the yield curve materializes obviously, we do see a pretty clear picture of sequential declines in NII ex. Markets, but the trough may be happening sometime in the middle of next year, at which point the combination of balances, Card revolve growth and other factors can return us to sequential growth, obviously. We're guessing it's pretty far out in the future, and we'll give you formal guidance on all this stuff next quarter, but I think that gives you a better framework to work with.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Steven Chubak,"Analyst, Wolfe Research LLC","Hi. Good morning. So Jeremy, how are you? So I do want to ask on expenses, just in light of some of the comments that Daniel had made recently, just noting that consensus expense forecast for next year looked a little bit too light. I believe at the time it was just below $94 billion. If we adjust for the one-timers this year, that would suggest a core expense base that's just below $90 billion, so pretty healthy step-up in expenses. I know you've always had a strong commitment and discipline around investment. Just want to better understand where those incremental dollars are being deployed and just which investments are being prioritized in particular looking out to next year.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Sure. So good question and I agree with your numbers. I agree with the way you've normalized this year for the one-time type of significant items and also where the consensus was when Daniel made his comments. And while we're at it, I would also just remind you on the NII comments at the time, the consensus for this year was $91.5 billion and for next year it was $90 billion so that was implying at the time a sequential decline of $1.5 billion. It was because we felt that decline wasn't big enough that we made the comments that we made. So happy to expand more on that, but anyway. To expenses. Yeah. So if you start for the sake of argument with a base of $90 billion, obviously, inflation is normalizing and obviously we're always trying to generate efficiencies to offset inflation. But, that having been said, if you assume 3% for the sake of argument on that base, that's a few billion dollars right out of the gates that we're working against. So that's one thing. The other thing is that we have continued to execute on our growth strategies this year so there's a not insignificant amount of annualization. You can't quite see that in the fourth quarter numbers because of the seasonality of incentive comp. but if you were to strip that out, you would see probably some sequential increases and so annualization as an additional headwind. The other thing that's worth noting is that we do expect fees and volume-related businesses to grow next year. And so all else being equal, that would come with a higher expense loading. So when you assemble all of those, that goes a long way to explain why sort of that consensus number that is slightly below $94 billion just seemed light. In terms of priorities and investments, really nothing has changed, like the strategy hasn't changed. The strategy hasn't changed and the plans haven't changed and we're just kind of executing with the same long-term perspective that we've always had. I would note that relative to NII, obviously, we're in the third quarter now, not the fourth quarter. And in the old days, we did used to give you the guidance until Investor Day in late February. So we will give you formal expense guidance next quarter for both, well, for expenses and NII next quarter. But especially on expenses, we are in the middle of the budget cycle right now so we probably have a little less visibility there than we do at the margin on NII.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Steven Chubak,"Analyst, Wolfe Research LLC","Thank you both for the color. Just a quick follow-up for me, just drilling down into NII. It appears you redeployed a fair amount of cash or excess reserves at the Fed into securities. We saw the yield expand, which was encouraging, despite the pressure at both the long end and SOFR contraction in the quarter. I was hoping you could just speak to your appetite to extend duration in this environment. I know that you've 6",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. Sure. So on extending duration, Steve, you know this obviously, but I just think it's important to say that all else equal, extending duration doesn't change expected NII if you assume that the policy rate follows the forward, right? So, point one. Point two, the curve remains inverted. And so even if you don't believe that the policy rate follows the forwards, extending right now is actually a headwind to short-term NII like that wouldn't be a consideration for us either way, but I just think that's worth saying for the broader audience. It's quite different from the situation that you have on the numbers...",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Erika Najarian,"Analyst, UBS Securities LLC","My first question, and thank you very much for answering all the NII questions so far, Jeremy, is just I guess another follow-up. As you can imagine, once Daniel said what he said on stage in September, everyone is trying to figure out the over/under for net interest income next year. So maybe a two-part first question, the second being inspired by what Jamie just said. 7",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Right. Okay. You threw a curve ball at the end there, Erika. I wasn't expecting that to be the end of your question. But let me answer the beginning of your question, and then I'll also answer the end of your question. So we see the current 2025 consensus for NII ex. Markets to be currently at $87 billion, which is obviously lower than it was at the conference earlier in the quarter. So we're happy to see that move a little bit more in line to us. That still looks a little toppy, but it's definitely in the ballpark. Now that consists of, I already mentioned previously that we sort of expect the NII trough sometime in the middle of the year, so you can kind of assemble the parts. You've got a fourth quarter run rate, you've got some sequential declines, you've got a trough in the middle of the year, and you've got a rough ballpark for the full year. So you can imagine that the trough probably is a little lower than those numbers and then to the extent that growth revolve resumes in the back half of the year in both deposit balances and the ongoing tailwind of Card revolve, although that tailwind will be a little bit less than you might have otherwise thought. I mean, sorry. A little bit less than it was this year but still a tailwind. Obviously, the mix of those things will play out in different ways, and as you point out, who knows what the yield curve will wind up doing. But on our current assumptions, on the current yield curve, and remembering that we're in the third quarter now, so we're doing this kind of early, that's what we think.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Erika Najarian,"Analyst, UBS Securities LLC","And if I can ask my second question, and, Jamie, I completely understand your frustration. And to be fair, your long-term shareholders really don't care about whether it's $87 billion or $85 billion. Right? They care about your return on equity. To that end, I mean, it's insane how much capital you generate each quarter, 72 basis points this quarter. And so, beyond the standard boilerplate questions you're going to get on buyback and organic growth, yada, yada, dividend increases, how should we think about JPMorgan deploying this capital? I mean, the world is generally your oyster, right? You're dominant already, and you could use this capital to further enhance your business. And again, beyond that boilerplate conversation that you always get every quarter, how should your shareholders think about how you're thinking about the opportunities to deploy this capital?",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","Okay. First of all, when you say dominant, I'd be very careful on that. We've got some very tough competition, different in different countries, different around the world, fintech companies, direct lenders and I want to give you a very specific comment on direct lending and stuff like that. So our goal is always to serve our clients. And when I talk about some of these expenses, that is a deployment of capital, and it's a deployment in a different way. If you open branches, you initially experience an expense, but down the road you need capital to support the deposits. Same for the Innovation Economy, same for private bankers, et cetera. If you look at it roughly, we have about a minimum $30 billion of excess capital. And for me, it's not burning a hole in my pocket. I look at it as you own the whole company and you can't properly deploy it now, it is perfectly reasonable to wait. And I've been quite clear that I think the future could be quite turbulent. And asset prices, in my view, in life you've got to take a view sometimes, are inflated. I don't know if they're extremely inflated or a little bit, but I prefer to wait. We will be able to deploy it. Our shareholders will be very well served by us waiting. And same thing with deploying capital. We can go buy $100 billion, 6% mortgages, increase our net income by a couple billion tomorrow. We don't make decisions like that. The most important thing we do is serve our clients well, build the technology and do things like that. And we also don't know what the real excess capital is yet. So, we're a little patient. We're going to be a little patient and wait, and it'll be fine. And so that's where we are, and that's not going to change. And if it changes, we'll let you know. We do talk to a lot of shareholders, and they understand that buying stock back at more than two times tangible book value is not necessarily the best thing to do, because we think we'll have better opportunities to redeploy it or to buy back at cheaper prices at one point. Markets do not stay high forever.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Good morning, Jeremy, and good morning, Jamie. Jeremy, when you guys look at your current capital ratios, they are obviously very healthy. Can you guys give us some color on the new Basel III? We don't know what the specifics are, but as Vice Chair Barr touched on some of the specifics, it looks like capital requirements for yourself and your peers will come down a fair amount from the original proposal. How are you guys thinking about that? Do you have any insights on how much it may fall from the original proposal to where you are today? 10",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","Yeah. When I said we're at $30 billion of excess, that is assuming Barr's speech, that the 20% goes to 12% or whatever it is, more. It'll be more than that because there are other factors involved. Now, I was just giving the minimum of excess capital. In my view, it would be more, but it is what it is and we'll wait to see the final numbers.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Very good. And then as a follow-up, in view of this excess capital and your comments a moment ago about direct lending, you look at your current cash and marketable securities on a risk-weighted asset basis, you put it in your presentation of course, $1.5 trillion. Average loans is $1.3 trillion. When the dust settles, you know what your capital requirements are. Can you frame out for us, levering up the excess capital with more loans, is that a path that might be considered over the next two or three years relative to where you are on a mix basis? I know you're going to grow your loans, but I'm talking about the mix.",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","Absolutely, positively not. Loans are an outcome of doing good business. We want to do good business. If it grows our balance sheet, we're fine.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Mike Mayo,"Analyst, Wells Fargo Securities LLC","Hey. Jamie, I think I've seen you comment on government this year more than any other time in your career. And the August 2 op-ed, Washington Post, Davos you're talking about government. I think it was this week or last week on Bloomberg, you're saying bank mergers should be allowed. Your bus tour in August, you were asked, which is my question now, under what circumstances would you leave for government service and your answer then was ""I love what I do."" We get it you love what you do. But under what circumstances would you consider government service? It seems like you'd be more likely to go now than in the past just based on the numerous comments that you've made. Is that right, wrong, what's your thinking?",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","I think it's wrong. I've always been an American patriot. My country is more important to me than my company, and I think this government is very important to get this – and if you look at the world today, Mike, it is so important that we get things right for the whole geopolitical world. I'm not just talking about the American economy, and we try to participate in policy at the local level, at the state level, at the federal level, at the international level to try to help. That's our job. We try to grow economies and things like that. So nothing has changed in my view, my opinion, or my interest. I just think it's very, very important that we try to help the government do a good job.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Mike Mayo,"Analyst, Wells Fargo Securities LLC","So if you were asked by the next administration to serve the country, would you be open to considering it?",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase","I think the chance of that is almost nil and I probably am not going to do it, but I've always reserved the right. I don't make promise to people. I don't have to. But no, I love what I do. I intend to be doing what I'm doing. I almost guarantee I'll be doing this for a long period of time or at least until the board kicks me out.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Ebrahim H. Poonawala,"Analyst, Bank of America Merrill Lynch","Yeah, good morning. I guess just wanted to follow-up. You talked about private credit and the disruption to bank lending. Another area I would appreciate if you can address is we've been hearing a lot about the likes of Jane Street and other market makers potentially disrupting fixed income trading. Is that a real risk? And is there an opportunity for a firm like JPMorgan to actually compete on the private venue side on market making beyond traditional sort of FICC activity?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah, Ebrahim, the way I would frame that is not as a risk but as a reality. We've always emphasized in all of our businesses that we operate in an extremely competitive environment, and that applies to – and that competitive environment isn't limited to competing against banks or traditional financial institutions. It extends in the consumer space to fintechs. And in the market making space, it obviously increasingly is extending to some of the types of firms that you're referring to. Now those firms are, in many cases, also clients. And that's the same type of dynamic that you see, for example, in the private credit space that we've discussed before. So there's no question that the ecosystem is changing. You've got new competitors. You've got changes in market structure, new dynamics. And as with any business, we are innovating and adjusting and making sure that we're prepared to compete in all the traditional ways and all the new ways. Of course, there are some ways in which being a bank hinders our ability to do that. And one of the arguments that we've made going back to the capital and liquidity regulations is that when you come to the impact on the kind of U.S. capital markets ecosystem, which is the end view of the world, its worked well in its current construct for a long time where some activities were inside the regulated perimeter and there was robust participation from unregulated capital of various sorts. And a world where more and more of that activity gets pushed outside of bank market makers is a meaningful change to that structure that is untested, and it's unclear why you would want that. And we've cautioned that if that's the intent of the regulations, it should be intentional and well-studied. But in the meantime, we're going to adjust and compete to the best of our ability given the constraints of the current rule set.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Ebrahim H. Poonawala,"Analyst, Bank of America Merrill Lynch","Got it. And just one quick one. And, Jeremy, you, I think, mentioned QT stopping at some point. We saw the repo sort of market spike at the end of September. Give us your perspective on just the risk of market liquidity shock as we move into year-end and do you have a view on how quickly Fed should recalibrate QT or actually stop QT to prevent some loss? Thanks. 14",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. It's a good question, Ebrahim. But I think you've kind of answered your own question. In other words, like the argument out there is that the repo spike that we saw at the end of this quarter was an indication that maybe the market is approaching that lowest comfortable level of reserves that's been heavily speculated about. And recognizing that that number is probably higher and driven by the evolution of firm's liquidity requirements as opposed to some of the more traditional measures. And side point, it's just another reason why it's important to look at the whole framework holistically when we think about the regulatory response of the events of two springs ago. You don't want those types of spikes and it raises some questions about why there isn't more readiness to deploy into those types of disruptions, albeit this one was relatively minor. But in any case, when you put all that together, it would seem to add some weight to the notion that maybe QT should be wound down and that seems to be increasingly the consensus that that's going to get announced at some point in the fourth quarter. So my only point was if you play that view through, it's a residual headwind for system-wide deposit growth which gets removed. And that's one of the reasons that we feel that we're probably in the trough of our deposit balances at the level of...",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC",Can you hear me? Hello? 15,Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase",Yeah.,jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC",Can you hear me okay?,Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase",Yeah. We can hear you. Can you hear us?,jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC","Oh, yes. Thank you. So one for Jeremy, one for Jamie. Jeremy and Jamie, Sorry about the NII question I'm going to have, but it is more than half your revenue so I kind of care about it. But when I'm thinking about the trough and then the build-up, QT ending, deposit growth, I mean, that's part of the calculation for improvement as we go into 2025. Right? I should embed that outlook. Is that right? And that's embedded in how you're thinking about it. I know we don't have a number for you for NII for 2025 but it is in there. Right?",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","Yeah. In other words, it goes back to my prior point and to the point that I had in the prepared remarks about the consumer deposit balances in particular –",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC",Right.,Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","– that there's lots of different offsetting factors right now, right. You've got the yield curve, you've got Card revolve, you've got balances. And balances have been a headwind. We now see it as neutral and they could potentially become a tailwind later in the year. And one of the potential reasons for that is – one of the potential reasons for that is the potential end of QT, but emphasize the word potential, to Jamie's point. You also obviously have a little bit of the fixed asset, fixed-rate asset reprice dynamics starting to flow through a little bit. While we're on NII, just to annoy Jamie a little bit more, I do want to make a point that I didn't get a chance to make previously, which is there's a reason that we emphasize the implied fourth quarter run rate for the Markets NII in the presentation which is that if you take that and you annualize it, it gives you a launch point run rate, which is significantly higher than what's currently in the consensus and obviously what we've seen this year. And I'll give you the concise version of my usual speech that changes in Markets NII are almost always bottom-line neutral and offset in NIR. But for the purposes of trying to help you guys with your models, I would just encourage you to recognize what that launch point is, the number of cuts that are in the curve, the fact that that number has historically and in the recent past has been quite liability-sensitive, so you can draw your own conclusions about what that should mean. Again, shouldn't change the overall revenue expectation. It's just a balance sheet and income statement geography issue. But just for the sake of helping you tidy up models, I wanted to make that point. 16",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC",And so Daniel's comments in September were on NII in total or NII ex. Markets? Could you just clarify that?,Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase","No. Those were core NII or NII ex.. So again, reiterating at the time, the 2024 consensus was $91.5 billion. The 2025 consensus was $90 billion on NII ex. and our point was that that number, which remains an asset-sensitive number, indicated an insufficient amount of sequential decline year-on-year. The current consensus as we see it for NII ex. Markets is $87 billion. And as we've noted, that's closer albeit maybe still a little bit toppy.",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
