filename,chunk_index,chunk_text,financial_quarter,call_date
1q23-earnings-transcript.pdf,23,"Revenue of $4.8 billion was up 11% year-on-year, driven by higher deposit margins on lower balances and a valuation gain on our
initial investment triggered by taking full ownership of our Asset Management Joint Venture in China, partially offset by the impact of lower
average market levels on management fees and lower performance fees.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,24,"Expenses of $3.1 billion were up 8% year-on-year, predominantly
driven by compensation, reflecting growth in our private banking advisor teams, higher revenue-related compensation and the run-rate impact
of acquisitions. For the quarter, net long-term inflows were $47 billion, led by Fixed Income and Equities. And in liquidity, we saw net inflows of $93 billion,
inclusive of our ongoing deposit migration.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,25,"AUM of $3 trillion was up 2% year-on-year and overall client assets of $4.3 trillion were up 6%
driven by continued net inflows into liquidity and long-term products. And finally, loans were down 1% quarter-on-quarter, driven by lower
securities-based lending, while average deposits were down 5%. Turning to Corporate on page 8. Corporate reported net income of $244 million. Revenue was $985 million compared to a net loss of $881
million last year.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,26,"NII was $1.7 billion, up $2.3 billion year-on-year, due to the impact of higher rates. NIR was a loss of $755 million compared
with a loss of $345 million in the prior year, and included the net investment securities losses I mentioned earlier. Expenses of $160 million
were down $24 million year-on-year. And credit costs of $370 million were driven by reserve builds on a couple of single name exposures. Next, the Outlook on page 9. We now expect 2023 NII and NII ex.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,27,"Markets to be approximately $81 billion. This increase in guidance is
primarily driven by lower rate paid assumptions across both consumer and wholesale in light of the expectation of Fed cuts later in the year, as
well as slightly higher card revolving balances.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,28,"Note that in line with my comments at the outset, recent deposit balance increases are not a
meaningful contributor to the upward revision in the NII outlook given that we expect a meaningful portion of the recent inflows to reverse later
in the year. I would point out that this outlook still embeds significant reprice lags: we think a more sustainable NII ex.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,29,"Markets run-rate in the medium-term
is well below this quarter's $84 billion, as well as below the $80 billion that is implied for the rest of the year by our full year guidance; and
while we don't know exactly when this lower run-rate will be reached, when it happens, we believe it will be around the mid-70s.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,30,"And, of course, as we mentioned last quarter, this NII outlook remains highly sensitive to the uncertainty associated with the timing and the
extent of deposit reprice, investment portfolio decisions, the dynamics of QT and RRP, the trajectory of Fed funds, as well as the broader
macroeconomic environment – including its impact on loan growth. Separately, it's worth noting that Markets NII may start to trend slightly
positive towards the end of the year as a function of mix and rate effects.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,31,"Moving to expenses, our outlook for 2023 continues to be about $81 billion. Importantly, this does not currently include the impact of the
pending FDIC special assessment. And on credit, we continue to expect the 2023 Card net charge-off rate to be approximately 2.6%. So to wrap up, our strong results this quarter once again highlight the earnings power of this diversified franchise.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,32,"We have benefited from our
fortress principles and commitment to invest, which we will continue to do as we head into an increasingly uncertain environment. With that – operator please open the line for Q&A.",1Q23,2023-04-14
