speaker,marker,job_title,utterance,filename,financial_quarter,call_date
Steven Chubak,Q,"Analyst, Wolfe Research LLC","['thanks', 'color', 'follow', 'regulatory', 'commentary', 'provided', 'certainly', 'lot', 'helpful', 'color', 'slides', 'thank', 'that', 'proposal', 'written', 'proportion', 'inflation', 'believe', 'mitigated', 'time', 'also', 'hoping', 'could', 'provide', 'context', 'quantum', 'think', 'cecl', 'inclusion', 'could', 'potentially', 'impact', 'scb', 'ccar']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'good', 'question', 'mean', 'know', 'obviously', 'current', 'levels', 'investment', 'banking', 'remain', 'quite', 'depressed', 'certainly', 'relative', 'elevated', 'levels', 'saw', 'pandemic', 'even', 'relative', 'sort', 'might', 'consider', 'last', 'normal', 'year', 'eventually', 'think', 'll', 'recover', 'levels', 'hopefully', 'recover', 'levels', 'recognizing', 'time', 'happens', 'many', 'years', 'economic', 'growth', 'meantime', 'fair', 'current', 'environment', 'little', 'bit', 'complicated', 'mixed', 'headwinds', 'pointed', 'out', 'things', 'improved', 'little', 'bit', 'think', 'would', 'say', 'banking', 'team', 'little', 'bit', 'optimistic', 'last', 'quarter', 'feels', 'like', 'little', 'bit', 'slow', 'grind', 'positive', 'momentum', 'obviously', 'significant', 'uncertainty', 'outlook', 'structural', 'headwinds', 'given', 'lower', 'levels', 'announced', 'regulatory', 'headwinds', 'side']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Steven Chubak,Q,"Analyst, Wolfe Research LLC","['jeremy', 'hoping', 'inquire', 'capital', 'markets', 'outlook', 'cited', 'improved', 'activity', 'levels', 'september', 'given', 'persistently', 'higher', 'rates', 'geopolitical', 'tensions', 'poor', 'performance', 'recent', 'ipos', 'thinking', 'outlook', 'near', 'medium', 'term', 'thinking', 'timing', 'inflection', 'activity']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['hey', 'steve']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Steven Chubak,Q,"Analyst, Wolfe Research LLC","['hey', 'good', 'morning']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['bpi', 'put', 'something']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['jeremy', 'guys', 'put', 'really', 'strong', 'rotce', 'number', 'quarter', 'dive', 'different', 'segments', 'really', 'jumps', 'exfirst', 'republic', 'roe', 'consumer', 'community', 'banking', 'know', 'jamie', 'talked', 'overearning', 'credit', 'get', 'that', 'view', 'fintechs', 'nonbank', 'competitors', 're', 'supposed', 'pick', 'away', 'everybody', 'market', 'share', 'guys', 'put', 'great', 'numbers', 'here', 'what', 'drivers', 'behind', 'roe', 'even', 'take', 'credit', 'overearning', 'out', 'what', 'driving', 'business', 'profitability', 'high', 'levels']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Ryan Kenny,Q,"Analyst, Morgan Stanley & Co. LLC","['hey', 'good', 'morning']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['hey', 'gerard']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['good', 'morning', 'jeremy', 'you']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Ryan Kenny,Q,"Analyst, Morgan Stanley & Co. LLC","['thank', 'you']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['auto', 've', 'also', 'seen', 'pretty', 'robust', 'loan', 'growth', 'recently', 'function', 'sort', 'slightly', 'competitive', 'pricing', 'side', 'industry', 'little', 'bit', 'slow', 'raise', 'rates', 'lost', 'share', 'previously', 'that', 'come', 'back', 'now', 'generally', 'supply', 'chain', 'situation', 'better', 'that', 'supported', 'look', 'forward', 'there', 'little', 'bit', 'muted', 'think', 'generally', 'wholesale', 'loan', 'growth', 'story', 'going', 'driven', 'economic', 'environment', 'depending', 'believe', 'soft', 'landing', 'mild', 'recession', 'landing', 'slightly', 'lower', 'slightly', 'higher', 'loan', 'growth', 'case', 'would', 'expect', 'relatively', 'muted', 'and', 'course', 'home', 'lending', 'remains', 'fairly', 'constrained', 'rates', 'market', 'conditions', 'also', 'think', 'true', 'across', 'board', 'managing', 'things', 'actively', 'mentioned', 'light', 'basel', 'iii', 'may', 'change', 'originations', 'change', 'retain']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'sure', 'loan', 'growth', 'story', 'pretty', 'consistent', 've', 'saying', 'year', 've', 'course', 'seen', 'robust', 'loan', 'growth', 'card', 'that', 'coming', 'spending', 'growth', 'normalization', 'revolving', 'balances', 'look', 'forward', 're', 'still', 'optimistic', 'that', 'll', 'probably', 'little', 'bit', 'muted', 'normalization', 'period']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Ryan Kenny,Q,"Analyst, Morgan Stanley & Co. LLC","['loan', 'growth', 'side', 'industry', 'loan', 'growth', 'slowed', 'significantly', 'year', 'demand', 'seeing', 'loan', 'growth', 'across', 'different', 'categories', 'know', 'might', 'early', 'talk', 'next', 'year', 'directionally', 'think', 'loan', 'growth', 'given', 'cycle', 'higher', 'capital', 'requirements', 'coming']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['know', 'trying', 'opinion', 'you']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.",[],jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['aware', 'camp', 'actually']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['inside', 'company', 'people', 'think', 'll', 'happen', 'sooner', 'ie', 'people', 'think', 'll', 'happen', 'later', 'ie', 'jenn', 'marianne', 'jeremy']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Ryan Kenny,Q,"Analyst, Morgan Stanley & Co. LLC",['got'],jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'couple', 'things', 'let', 'timing', 'question', 'first', 're', 'clear', 'predicting', 'when', 'going', 'function', 'marketplace', 'rate', 'environment', 'competitive', 'dynamics', 'forth', 're', 'really', 'trying', 'remind', 'everyone', 'bank', 'current', 'run', 'rates', 'fundamentally', 'think', 'sustainable', 'aware', 'investor', 'day', 'earlier', 'year', 'tried', 'quantify', 'thought', 'kind', 'normalized', 'range', 'might', 'look', 'like', 'put', 'sort', 'mids', 'type', 'number', 'there', 'investor', 'day', 'talked', 'acquisition', 'first', 'republic', 'going', 'push', 'number', 'little', 'bit', 'although', 'overlap', 'forth', 'anyway', 'benefit', 'time', 'everything', 'settled', 'little', 'bit', 'sort', 'push', 'that', 'kind', 'number', 'look', 'like', 'think', 'probably', 'closer', 'billion', 'obvious', 'caveats', 'guess', 'don', 'know', 'when', 'trying', 'point', 'quite', 'bit', 'lower', 'current', 'run', 'rate']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Ryan Kenny,Q,"Analyst, Morgan Stanley & Co. LLC","['want', 'dig', 'nii', 'side', 'raised', 'nii', 'markets', 'guidance', 'billion', 'year', 'know', 'comments', 'press', 'release', 'suggest', 'jpmorgan', 'earning', 'want', 'triangulate', 'there', 'normalized', 'nii', 'look', 'like', 'get', 'normalized', 'next', 'year', 'later']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.",[],jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.",['hey'],jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'erika', 'think', 'simple', 'answer', 'question', 'believe', 'fourth', 'quarter', 'exit', 'number', 'equates', 'billion', 'run', 'rate', 'markets', 're', 'kind', 'saying', '']",jpm-3q23-earnings-call-transcript.pdf,3Q23,2023-10-13
John McDonald,Q,"Analyst, Autonomous Research","['yeah', 'buybacks', 'play', 'role', 'next', 'couple', 'years', 'strategically', 'episodically', 'buy', 'back']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Ken Usdin,Q,"Analyst, Jefferies LLC","['makes', 'sense', 'followup', 'that', 'consumer', 'side', 'mentioned', 'consumers', 'continue', 'spend', 'albeit', 'little', 'slowly', 'mentioned', 'consumers', 'also', 'using', 'excess', 'deposits', 'little', 'bit', 'well', 'elaborate', 'little', 'bit', 'feeling', 'state', 'consumer', 'card', 'growth', 'continue', 'driven', 'people', 'needing', 'revolve', 'opposed', 'wanting', 'deposits', 'kind', 'want', 'tradeoff', 'side', 'too']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Ken Usdin,Q,"Analyst, Jefferies LLC","['got', 'okay', 'thank', 'you']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['good', 'morning', 'jeremy', 'good', 'morning', 'jamie', 'jeremy', 'give', 'view', 'measuring', 'treasury', 'functions', 'asset', 'liability', 'balance', 'sheet', 'forward', 'versus', 'way', 'guys', 'positioning', 'managing', 'year', 'ago', 'view', 'fact', 'looks', 'like', 'maybe', 're', 'approaching', 'terminal', 'rate', 'fed', 'funds', 'rates']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'gerard', 'would', 'say', 'honestly', 'much', 'changed', 'actually', 'pretty', 'consistently', 'concerned', 'risk', 'higher', 'rates', 'course', 'always', 'try', 'position', 'things', 'produce', 'reasonable', 'outcomes', 'across', 'broad', 'range', 'scenarios', 'margin', 've', 'biased', 'towards', 'higher', 'rates', 'may', 'little', 'less', 'true', 'levels', 'before', 'although', 'lot', 'consequence', 'deposit', 'convexity', 'playing', 'modeling', 'case', 'else', 'equal', 'think', 'going', 'continue', 'focus', 'making', 'sure', 're', 'fine', 'higher', 'rate', 'scenario', 'staying', 'balanced', 'across', 'range', 'scenarios', 'really', 'lot', 'change', 'positioning', 'that', 'obviously', 'including', 'fact', 'took', 'first', 'republic', 'which', 'even', 'net', 'liabilities', 'long', 'structural', 'interest', 'rate', 'position', 'actually', 'want', 'get', 'longer', 'part', 'deal', 'result', 'took', 'actions', 'ensure', 'netnet', 'still', 'last', 'quarter']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['good', 'followup', 'mentioned', 'giving', 'readthrough', 'commercial', 'banking', 'segment', 'business', 'reserve', 'building', 'tied', 'office', 'real', 'estate', 'also', 'downgrades', 'middle', 'market', 'area', 'little', 'deeper', 'guys', 'seeing', 'area', 'commercial', 'real', 'estate', 'also', 'loans', 'what', 'happening', 'segment', 'well']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'would', 'caution', 'drawing', 'broad', 'conclusion', 'this', 'mean', 'think', 'talk', 'office', 'example', 'portfolio', 'know', 'quite', 'small', 'exposure', 'sort', 'socalled', 'urban', 'dense', 'office', 'even', 'smaller', 'vast', 'majority', 'overall', 'portfolio', 'multifamily', 'lending', 'result', 'like', 'sample', 'size', 'observed', 'valuations', 'office', 'properties', 'quite', 'small', 'know', 'like', 'sort', 'ahead', 'cycle', 'based', 'everything', 'saw', 'quarter', 'felt', 'reasonable', 'build', 'little', 'bit', 'get', 'felt', 'like', 'comfortable', 'coverage', 'ratio', 'middle', 'market', 'segment', 'saw', 'downgrades', 'excess', 'upgrades', 'see', 'sort', 'necessarily', 'indicative', 'anything', 'terribly', 'significant', 'broader', 'readacross']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['thank', 'you']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['steve', 'there']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Ebrahim H. Poonawala,Q,"Analyst, Bank of America Merrill Lynch","['good', 'morning', 'guess', 'first', 'question', 'following', 'outlook', 'economy', 'like', 've', 'worried', 'recession', 'year', 'there', 'debate', 'lagged', 'effects', 'fed', 'rate', 'hike', 'cycle', 'think', 'jeremy', 'think', 'mentioned', 'unemployment', 'outlook', 'relatively', 'similar', 'today', 'versus', 'quarter', 'ago', 'worried', 'terms', 'credit', 'cycle', 'months', 'now', 'leaning', 'towards', 'concluding', 'maybe', 'us', 'businesses', 'consumers', 'absorbed', 'rate', 'cycle', 'lot', 'better', 'expected', 'year', 'ago']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'mean', 'sure', 'jamie', 'views', 'here', 'view', 'would', 'caution', 'jumping', 'many', 'superpositive', 'conclusions', 'based', 'couple', 'recent', 'prints', 'think', 'generally', 'point', 'less', 'trying', 'predict', 'particular', 'outcome', 'trying', 'make', 'sure', 'get', 'much', 'euphoria', 'overconcentrates', 'people', 'one', 'particular', 'prediction', 'know', 'there', 'range', 'outcomes', 'there', 'obviously', 'people', 'talking', 'lot', 'potential', 'softlanding', 'right', 'now', 'landing', 'immaculate', 'disinflation', 'whatever', 'whether', 'views', 'changed', 'meaningfully', 'know', 'broader', 'point', 'continue', 'quite', 'focused', 'jamie', 'prior', 'comment', 'loss', 'rates', 'still', 'room', 'normalize', 'even', 'postpandemic', 're', 'probably', 'overearning', 'credit', 'little', 'bit', 'obviously', 've', 'talked', 'expectation', 'nii', 'going', 'come', 'quite', 'bit', 'even', 'forgetting', 'whether', 'get', 'surprisingly', 'negative', 'outcomes', 'economy', 'stand', 'today', 'even', 'central', 'case', 'need', 'recognize', 'significant', 'normalization']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['yeah', 'would', 'add', '', 'prediction', 'average', 'unemployment', 'multiple', 'scenarios', 'use', 'hypothetical', 'cecl', 'prediction', 'that', 'going', 'always', 'look', 'something', 'different', 'know', 'outcome', 'try', 'really', 'clear', 'consumer', 'good', 'shape', 'they', 're', 'spending', 'excess', 'cash', 'that', 'tailwinds', 'even', 'recession', 'they', 're', 'going', 'rather', 'good', 'conditions', 'low', 'borrowings', 'good', 'house', 'price', 'values', 'still', 'headwinds', 'substantial', 'somewhat', 'unprecedented', 'there', 'war', 'ukraine', 'oil', 'gas', 'quantitative', 'tightening', 'unprecedented', 'fiscal', 'needs', 'governments', 'never', 'experienced', 'before', 'think', 'people', 'take', 'deep', 'breath', 'that', 'know', 'things', 'could', 'put', 'soft', 'landing', 'mild', 'recession', 'hard', 'recession', 'obviously', 'hope', 'best']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Ebrahim H. Poonawala,Q,"Analyst, Bank of America Merrill Lynch","['got', 'followup', 'upcoming', 'basel', 'reforms', 'two', 'questions', 'talked', 'impact', 'us', 'economy', 'like', 'others', 'said', 'same', 'point', 'falling', 'deaf', 'ears', 'secondly', 'maybe', 'jeremy', 'touch', 'upon', 'structural', 'changes', 'expect', 'make', 'capital', 'markets', 'business', 'frtb', 'thank', 'you']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'first', 'point', 'mean', 'think', 'read', 'vice', 'chair', 'barr', 'speech', 'right']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Ebrahim H. Poonawala,Q,"Analyst, Bank of America Merrill Lynch",['yeah'],2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['addressed', 'point', 'fairly', 'directly', 'clearly', 'agree', 'right', 'll', 'see', 'happens', 'continue', 'feel', 'that', 'else', 'equal', 'higher', 'capital', 'requirements', 'definitely', 'going', 'increase', 'cost', 'credit', 'bad', 'economy', 'll', 'see', 'happens', 'that', 'frtb', 'really', 'nuanced', 'probably', 'much', 'detail', 'call', 'honest', 'give', 'like', 'one', 'immaterial', 'insignificant', 'useful', 'example', 'one', 'product', 'frtb', 'yield', 'curve', 'spread', 'options', 'frtb', 'proposal', 'goes', 'currently', 'written', 'product', 'becomes', 'viable', 'obviously', 'need', 'stop', 'product', 'one', 'really', 'cares', 'one', 'example', 'way', 'sometimes', 'really', 'disciplined', 'allocating', 'capital', 'thoroughly', 'way', 'individual', 'products', 'responding', 'accordingly', 'wind', 'change', 'business', 'mix', 'obviously', 'significant', 'products', 'matter', 'much', 'real', 'economy', 'like', 'mortgage', 'layeringon', 'operational', 'risk', 'way', 'proposed', 'especially', 'beneficial', 'elements', 'proposal', 'come', 'through', 'making', 'product', 'even', 'harder', 'offer', 'homeowners', 'll', 'see', 'll', 'see', 'happens']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['would', 'add', 'that', 'even', 'product', 'make', 'money', 'might', 'clients', 'great', 'clients', 'going', 'manage', 'product', 'client', 'effectively', 'business', 'mix', 'need', 'adjustments', 'roughly', 'loans', 'make', 'sense', 'put', 'balance', 'sheet', 'whole', 'almost', 'loan', 'people', 'recognize', 'that', 'manage', 'various', 'complications', 'figure', 'hell']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Ebrahim H. Poonawala,Q,"Analyst, Bank of America Merrill Lynch","['okay', 'thank', 'you']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['another', 'question', 'vice', 'chair', 'barr', 'speech', 'week', 'extent', 'capital', 'ratios', 'perhaps', 'others', 'degree', 'would', 'think', 'changing', 'business', 'model', 'terms', 'remixing', 'business', 'repricing', 'simply', 'removing', 'activities', 'used', 'kind', 'ironic', 'maybe', 'ironic', 'apollo', 'hits', 'alltime', 'stock', 'price', 'high', 'week', 'speech', 'much', 'business', 'leaves', 'jpmorgan', 'industry', 'capital', 'ratios', 'much', 'potentially', 'proposed']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'mike', 'mean', '']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['wait', 'jeremy', 'answers', 'question', 'great', 'news', 'hedge', 'funds', 'private', 'equity', 'private', 'credit', 'apollo', 'blackstone', 'they', 'dancing', 'streets']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'exactly', 'going', 'say', 'mike', 'yes', 'everything', 'meaning', 'repricing', 'yes', 'definitely', 'extent', 'pricing', 'power', 'higher', 'capital', 'requirements', 'mean', 're', 'generating', 'right', 'returns', 'shareholders', 'try', 'reprice', 'll', 'see', 'sticks', 'flows', 'economy', 'affects', 'demand', 'products', 'repricing', 'successful', 'cases', 'remix', 'means', 'getting', 'certain', 'products', 'services', 'jamie', 'points', 'out', 'probably', 'means', 'products', 'services', 'leave', 'regulated', 'perimeter', 'elsewhere', 'that', 'fine', 'jamie', 'points', 'out', 'people', 'clients', 'think', 'point', 'addressed', 'also', 'vice', 'chair', 'barr', 'speech', 'traditionally', 'risky', 'activities', 'leave', 'regulated', 'perimeter', 'negative', 'consequences', 'important', 'things', 'consider']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['alright', 'separate', 'question', 'appreciate', 'investor', 'day', 'gives', 'little', 'bit', 'color', 'degree', 'investments', 'may', 'may', 'pan', 'out', 'still', 'watching', 'closely', 'said', 'that', 'increased', 'revenue', 'guidance', 'billion', 'nii', 'quarter', 'first', 'quarter', 'without', 'changing', 'expense', 'guidance', 'even', 'tempted', 'spend', 'little', 'bit', 'more', 'spend', 'gaining', 'share', 'saying', 'should', 'wondering', 'like', 'tempted', 'billion', 'revenues', 'spending', 'expenses', 'like', 'not']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'mean', 'think', 'still', 'see', 'normalization', 'deterioration', 'story', 'talk', 'consumer', 'credit', 'actually', 'revolve', 'per', 'account', 'still', 'gotten', 'prepandemic', 'levels', 'actually', 'would', 'definitely', 'say', 'wanting', 'rather', 'needing', 'least', 'portfolio', 'point', 'and', 'yeah', 'think', 'consumer', 'continues', 'surprise', 'upside', 'here']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['sure', 'good', 'question', 'ken', 'think', 'terms', 'investment', 'banking', 'markets', 'yeah', 'slightly', 'better', 'expected', 'last', 'month', 'would', 'talk', 'green', 'shoots', 'especially', 'capital', 'markets', 'generally', 'still', 'definitely', 'headwinds', 'lower', 'announced', 'activity', 'regulatory', 'headwinds', 'there', 'll', 'see', 'think', 'little', 'early', 'call', 'trend', 'based', 'recent', 'results', 'll', 'see', 'terms', 'broader', 'economy', 'loan', 'growth', 'expectations', 'generally', 'still', 'expect', 'reasonably', 'robust', 'card', 'loan', 'growth', 'away', 'variety', 'different', 'reasons', 'different', 'products', 'whether', 'mortgage', 'revolver', 'normalization', 'especially', 'see', 'little', 'bit', 'cooling', 'economy', 'would', 'expect', 'loan', 'demand', 'relatively', 'modest', 'there', 're', 'really', 'expecting', 'meaningful', 'growth', 'away', 'card', 'course', 're', 'right', 'deals', 'right', 'products', 'right', 'terms', 'lend', 'cycle', 'see', 'demanddriven', 'narrative', 'function', 'economy', 'rather', 'tightening', 'side']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['wait', 'wait', 'clear', 'flip', 'side', 'question', 'asked', 'two', 'years', 'going', 'back']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Ken Usdin,Q,"Analyst, Jefferies LLC","['thanks', 'good', 'morning', 'wanted', 'ask', 'little', 'bit', 'feeling', 'tradeoff', 'like', 'commercial', 'economy', 'might', 'come', 'terms', 'future', 'loan', 'growth', 'versus', 'kind', 'green', 'shoots', 'people', 'talking', 'investment', 'banking', 'pipeline', 'feels', 'terms', 'like', 'reopening', 'markets', 'tradeoff', 'getting', 'fees', 'versus', 'what', 'happening', 'loan', 'demand', 'side', 'thanks']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'sure', 'thanks', 'jim', 'yeah', 'talk', 'drivers', 'upward', 'revision', 'said', 'higher', 'rates', 'coupled', 'lower', 'deposit', 'reprice', 'hard', 'untangle', 'two', 'drivers', 'specifically', 'think', 'look', 'consumer', 'combination', 'passage', 'time', 'positive', 'feedback', 're', 'getting', 'field', 'offerings', 'particular', 'meant', 'quite', 'kind', 'stable', 'environment', 'perspective', 'similarly', 'wholesale', 're', 'seeing', 'slower', 'internal', 'migrations', 'asked', 'mix', 'think', 'obviously', 're', 'seeing', 'mix', 'increase', 'would', 'expect', 'continue', 'take', 'place', 'probably', 'even', 'past', 'peak', 'rate', 'cycle', 'next', 'year', 'continue', 'capture', 'money', 'motion', 'say', 'important', 'point', 'fact', 'that', 'said', 'earlier', 'consider', 'level', 'nii', 'generation', 'sustainable', 'talked', 'previously', 'sort', 'mediumterm', 'run', 'rate', 'mids', 'first', 'republic', 'could', 'argue', 'maybe', 'number', 'little', 'higher', 'whatever', 'lot', 'lower', 'current', 'number', 'know', 'that', 'going', 'happen', 're', 'going', 'predict', 'exact', 'moment', 'that', 'going', 'function', 'competitive', 'dynamics', 'marketplace', 'want', 'clear', 'expect', 'point']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jim Mitchell,Q,"Analyst, Seaport Global Securities LLC","['okay', 'guess', 'one', 'followup', 'that', 'get', 'rate', 'cuts', 'till', 'middle', 'next', 'year', 'later', 'sort', 'give', 'confidence', 'outlook', 'next', 'year', 'still', 'worried', 'significant', 'reprice']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['necessarily', 'assume', 'evolution', 'current', 'run', 'rate', 'mids', 'number', 'sensitive', 'rate', 'outlook', 'particular', 'put', 'number', 'there', 'looked', 'range', 'different', 'types', 'rate', 'environments', 'reprice', 'think', 'would', 'associated', 'that', 'really', 'meant', 'capture', 'consider', 'throughthecycle', 'sustainable', 'number', 'think', 'particularly', 'ratedependent']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Jim Mitchell,Q,"Analyst, Seaport Global Securities LLC","['okay', 'great', 'thanks']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
Erika Najarian,Q,"Analyst, UBS Securities LLC","['good', 'morning', 'jeremy', 'laughing', 'said', 'investor', 'day', 'nii', 'rabbits', 'pull', 'hat', 'guess', 'guess', 'want', 'ask', 'broader', 'question', 'really', 'here', 'maybe', 'jamie', 'like', 'get', 'thoughts', 'earned', 'rotce', '', 'cet', 'hear', 'loud', 'clear', 'normalized', 'nii', 'generation', 'billion', 'said', 'fully', 'taking', 'account', 'potential', 'haircut', 'basel', 'iii', 'endgame', 'possible', 'natural', 'rotce', 'maybe', 'throughthecycle', 'rate', 'rates', 'zero', 'first', 'introduced', 'rotce', 'target', 'different', 'world', 'rate', 'scenario', 'everybody', 'talking', 'even', 'fed', 'cuts', 'natural', 'sort', 'bottom', 'fed', 'funds', 'going', 'zero', 'input', 'would', 'great']",2q23-earnings-transcript.pdf,2Q23,2023-07-14
