speaker,job_title,utterance,call_date,financial_quarter,source_file,ex_dummy,category,question,answer
Andrew Lim,Société Générale, Great. Thanks.,6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Société Générale, Great. Thanks.,
Nicolas Payen,Kepler Chevreux,"Yes. Morning. I have two questions, please. Two on Wealth Management. The first one would be on your pre-tax profit margin targets in the US. You're targeting mid-teens by 2026 and still significantly below what your US peers are doing. So, I wanted to know what kind of levers you can pull through to have this convergence towards the profitability levels that we are seeing of the US peers. And the second one will be on the net inflow that you are targeting. Is there any geographies where you see the most potential or where you are the most excited about where you – where the CS merger is bringing new capabilities and new outlook? Thank you.",6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Kepler Chevreux,"Yes. Morning. I have two questions, please. Two on Wealth Management. The first one would be on your pre-tax profit margin targets in the US. You're targeting mid-teens by 2026 and still significantly below what your US peers are doing. So, I wanted to know what kind of levers you can pull through to have this convergence towards the profitability levels that we are seeing of the US peers. And the second one will be on the net inflow that you are targeting. Is there any geographies where you see the most potential or where you are the most excited about where you – where the CS merger is bringing new capabilities and new outlook? Thank you.",
Nicolas Payen,Kepler Chevreux,Thank you.,6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Kepler Chevreux,Thank you.,
Piers Brown,HSBC,"Yeah. Good morning. Most of my questions have been answered, but maybe just a final one on litigation. Just whether there's anything in the plan for a sort of a business as usual normalized charge for litigation. I know you've taken a lot of adjustments on CS acquisition and you've gotten the $4 billion of balance sheet reserves at this stage, but having had a good chance to look at the case book at this point. Is there anything in there which you think might still burden the P&L over the course of the targets that you’ve laid out this morning? Thanks.",6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,HSBC,"Yeah. Good morning. Most of my questions have been answered, but maybe just a final one on litigation. Just whether there's anything in the plan for a sort of a business as usual normalized charge for litigation. I know you've taken a lot of adjustments on CS acquisition and you've gotten the $4 billion of balance sheet reserves at this stage, but having had a good chance to look at the case book at this point. Is there anything in there which you think might still burden the P&L over the course of the targets that you’ve laid out this morning? Thanks.","I won't abuse of your patience. You have been with us, thank you, for 2 hours-plus. Thanks for the questions. Thanks for attending. I hope you got enough information. But most importantly, if you have any further needs or any further questions, please reach out to Sarah's team, IR, or I'm sure between myself and Todd, we'll have a chance to catch-up with many of you in the next few weeks. Thank you for attending and enjoy the rest of the day. Thank you. Cautionary statement regarding forward-looking statements This transcript contains statements that constitute “forward-looking statements,” including but not limited to management’s outlook for UBS’s financial performance, statements relating to the anticipated effect of transactions and strategic initiatives on UBS’s business and future development and goals or intentions to achieve climate, sustainability and other social objectives. While these forward-looking statements represent UBS’s judgments, expectations and objectives concerning the matters described, a number of risks, uncertainties and other important factors could cause actual developments and results to differ materially from UBS’s expectations. In particular, terrorist activity and conflicts in the Middle East, as well as the continuing Russia–Ukraine war, may have significant impacts on global markets, exacerbate global inflationary pressures, and slow global growth. In addition, the ongoing conflicts may continue to cause significant population displacement, and lead to shortages of vital commodities, including energy shortages and food insecurity outside the areas immediately involved in armed conflict. Governmental responses to the armed conflicts, including, with respect to the Russia–Ukraine war, coordinated successive sets of sanctions on Russia and Belarus, and Russian and Belarusian entities and nationals, and the uncertainty as to whether the ongoing conflicts will widen and intensify, may continue to have significant adverse effects on the market and macroeconomic conditions, including in ways that cannot be anticipated. UBS’s acquisition of the Credit Suisse Group has materially changed our outlook and strategic direction and introduced new operational challenges. The integration of the Credit Suisse entities into the UBS structure is expected to take between three and five years and presents significant risks, including the risks that UBS Group AG may be unable to achieve the cost reductions and other benefits contemplated by the transaction. This creates significantly greater uncertainty about forward-looking statements. Other factors that may affect our performance and ability to achieve our plans, outlook and other objectives also include, but are not limited to (i) the degree to which UBS is successful in the execution of its strategic plans, including its cost reduction and efficiency initiatives and its ability to manage its levels of risk-weighted assets (RWA) and leverage ratio denominator (LRD), liquidity coverage ratio and other financial resources, including changes in RWA assets and liabilities arising from higher market volatility and the size of the combined Group; (ii) the degree to which UBS is successful in implementing changes to its businesses to meet changing market, regulatory and other conditions, including as a result of the acquisition of the Credit Suisse Group; (iii) increased inflation and interest rate volatility in major markets; (iv) developments in the macroeconomic climate and in the markets in which UBS operates or to which it is exposed, including movements in securities prices or liquidity, credit spreads, currency exchange rates, deterioration or slow recovery in residential and commercial real estate markets, the effects of economic conditions, including increasing inflationary pressures, market developments, increasing geopolitical tensions, and changes to national trade policies on the financial position or creditworthiness of UBS’s clients and counterparties, as well as on client sentiment and levels of activity; (v) changes in the availability of capital and funding, including any adverse changes in UBS’s credit spreads and credit ratings of UBS, Credit Suisse, sovereign issuers, structured credit products or credit-related exposures, as well as availability and cost of funding to meet requirements for debt eligible for total loss-absorbing capacity (TLAC), in particular in light of the acquisition of the Credit Suisse Group; (vi) changes in central bank policies or the implementation of financial legislation and regulation in Switzerland, the US, the UK, the EU and other financial centers that have imposed, or resulted in, or may do so in the future, more stringent or entity-specific capital, TLAC, leverage ratio, net stable funding ratio, liquidity and funding requirements, heightened operational resilience requirements, incremental tax requirements, additional levies, limitations on permitted activities, constraints on remuneration, constraints on transfers of capital and liquidity and sharing of operational costs across the Group or other measures, and the effect these will or would have on UBS’s business activities; (vii) UBS’s ability to successfully implement resolvability and related regulatory requirements and the potential need to make further changes to the legal structure or booking model of UBS in response to legal and regulatory requirements and any additional requirements due to its acquisition of the Credit Suisse Group, or other developments; (viii) UBS’s ability to maintain and improve its systems and controls for complying with sanctions in a timely manner and for the detection and prevention of money laundering to meet evolving regulatory requirements and expectations, in particular in current geopolitical turmoil; (ix) the uncertainty arising from domestic stresses in certain major economies; (x) changes in UBS’s competitive position, including whether differences in regulatory capital and other requirements among the major financial centers adversely affect UBS’s ability to compete in certain lines of business; (xi) changes in the standards of conduct applicable to our businesses that may result from new regulations or new enforcement of existing standards, including measures to impose new and enhanced duties when interacting with customers and in the execution and handling of customer transactions; (xii) the liability to which UBS may be exposed, or possible constraints or sanctions that regulatory authorities might impose on UBS, due to litigation, contractual claims and regulatory investigations, including the potential for disqualification from certain businesses, potentially large fines or monetary penalties, or the loss of licenses or privileges as a result of regulatory or other governmental sanctions, as well as the effect that litigation, regulatory and similar matters have on the operational risk component of our RWA, including as a result of its acquisition of the Credit Suisse Group, as well as the amount of capital available for return to shareholders; (xiii) the effects on UBS’s business, in particular cross-border banking, of sanctions, tax or regulatory developments and of possible changes in UBS’s policies and practices; (xiv) UBS’s ability to retain and attract the employees necessary to generate revenues and to manage, support and control its businesses, which may be affected by competitive factors; (xv) changes in accounting or tax standards or policies, and determinations or interpretations affecting the recognition of gain or loss, the valuation of goodwill, the recognition of deferred tax assets and other matters; (xvi) UBS’s ability to implement new technologies and business methods, including digital services and technologies, and ability to successfully compete with both existing and new financial service providers, some of which may not be regulated to the same extent; (xvii) limitations on the effectiveness of UBS’s internal processes for risk management, risk control, measurement and modeling, and of financial models generally; (xviii) the occurrence of operational failures, such as fraud, misconduct, unauthorized trading, financial crime, cyberattacks, data leakage and systems failures, the risk of which is increased with cyberattack threats from both nation states and non-nation-state actors targeting financial institutions; (xix) restrictions on the ability of UBS Group AG to make payments or distributions, including due to restrictions on the ability of its subsidiaries to make loans or distributions, directly or indirectly, or, in the case of financial difficulties, due to the exercise by FINMA or the regulators of UBS’s operations in other countries of their broad statutory powers in relation to protective measures, restructuring and liquidation proceedings; (xx) the degree to which changes in regulation, capital or legal structure, financial results or other factors may affect UBS’s ability to maintain its stated capital return objective; (xxi) uncertainty over the scope of actions that may be required by UBS, governments and others for UBS to achieve goals relating to climate, environmental and social matters, as well as the evolving nature of underlying science and industry and the possibility of conflict between different governmental standards and regulatory regimes; (xxii) the ability of UBS to access capital markets; (xxiii) the ability of UBS to successfully recover from a disaster or other business continuity problem due to a hurricane, flood, earthquake, terrorist attack, war, conflict (e.g. the Russia–Ukraine war), pandemic, security breach, cyberattack, power loss, telecommunications failure or other natural or man-made event, including the ability to function remotely during long-term disruptions such as the COVID-19 (coronavirus) pandemic; (xxiv) the level of success in the absorption of Credit Suisse, in the integration of the two groups and their businesses, and in the execution of the planned strategy regarding cost reduction and divestment of any non-core assets, the existing assets and liabilities of Credit Suisse, the level of resulting impairments and write-downs, the effect of the consummation of the integration on the operational results, share price and credit rating of UBS – delays, difficulties, or failure in closing the transaction may cause market disruption and challenges for UBS to maintain business, contractual and operational relationships; and (xxv) the effect that these or other factors or unanticipated events, including media reports and speculations, may have on our reputation and the additional consequences that this may have on our business and performance. The sequence in which the factors above are presented is not indicative of their likelihood of occurrence or the potential magnitude of their consequences. Our business and financial performance could be affected by other factors identified in our past and future filings and reports, including those filed with the US Securities and Exchange Commission (the SEC). More detailed information about those factors is set forth in documents furnished by UBS and filings made by UBS with the SEC, including the Risk Factors filed on Form 6-K with the 2Q23 UBS Group AG report on 31 August 2023 and the Annual Report on Form 20-F for the year ended 31 December 2022. UBS is not under any obligation to (and expressly disclaims any obligation to) update or alter its forward-looking statements, whether as a result of new information, future events, or otherwise."
Chris Hallam,Goldman Sachs,"Yeah. Good morning, everybody. So on integration, on the one hand, you ran ahead of plan in 2024, clearly, the RoCET1 has ended up much better than expected, but on the other hand, you're also guiding to around an extra 1 billion in cumulative integration cost by year end 2026 with an unchanged exit rate on returns. So, I guess, to what extent can we characterize this? Is it essentially the easy part of the integration has now come to an end and now the hard work on decommissioning and data integration begins, i.e. have we seen, have we sort of front loaded the integration tailwinds or is there still scope to outperform here over the next couple of years? And then second, on capital, you have the caveats on the buyback target that this is on the basis of no material and immediate change in the current capital regime. What's your assessment of the likelihood that such changes could be both material and immediate, versus the potential for them being material, but with a long phase in or smaller than expected, but with immediate applicability? And what is your best sense on when we might get final clarity and resolution on this topic? Sergio, I think you mentioned earlier that the public consultation begins in May. Thank you.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Goldman Sachs,," And Chris, on the first one, just to point out a few things that no, it's not – the change is not reflective of what we consider to be more, more complex versus less complex. Important to note that, you know, when we developed this view a year back, this was seen as a very low multiplier when you look at 13 billion of cost to achieve versus the gross cost saves that we anticipated. And we're still even with 14 billion at a very low multiplier. And so it should be seen in that light, but it's important to highlight that the changes were invited by certain assumptions we modeled a year ago and we saw changes which I highlighted in my comments earlier. But also importantly, we've identified incremental opportunities as we've worked through the integration to unlock additional shareholder value, and that's taken some incremental cost to achieve that."
Chris Hallam,Goldman Sachs,Okay. Thanks very much.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Goldman Sachs,,
Anke Reingen,RBC,"Sorry. Yeah. Thank you much for taking my question. Two questions, please. On the first one coming back to the too big to fail was, I mean, you stressed a few times the potential impact on your return currently, on your current assumptions based on 14%. I know there's a lot of uncertainty, but do you think considering depending on the outcome, you will have room to offset your ROE dilution for more capital requirements? And then thank you on the US wealth management operation, a few details here. I'm just wondering obviously you talked about improving the performance of the US operations a few times before. So what will be different this time that this will work out? Thank you very much.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,RBC,"Sorry. Yeah. Thank you much for taking my question. Two questions, please. On the first one coming back to the too big to fail was, I mean, you stressed a few times the potential impact on your return currently, on your current assumptions based on 14%. I know there's a lot of uncertainty, but do you think considering depending on the outcome, you will have room to offset your ROE dilution for more capital requirements? And then thank you on the US wealth management operation, a few details here. I'm just wondering obviously you talked about improving the performance of the US operations a few times before. So what will be different this time that this will work out? Thank you very much.","Hi, Anke. You know, look, in terms of what's different, we wanted to highlight the things that we're doing now and demonstrate the initiatives we're undertaking and the plans that we have that will help us chip away. You know, we're being realistic in terms of what we think the margins can be over the mid-term, and we have a very comprehensive way at that. There is no silver bullet where there's one thing where you say that's going to effectively transform the pre-tax margin. But what I think you heard me say, and Sergio alluded to in his opening, is that we're very focused to actually across these various levers. We're implementing them all. And they're, you know, in the collective, we're going to contribute to improving the efficiency of the business. So I'd say that's our focus and that's where we look, that's the outcome we're looking to drive."
Anke Reingen,RBC,Thank you.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,RBC,,
Jeremy Sigee,BNP Paribas,"Yeah. Morning. Thank you. Two questions, please. Firstly, just to sort of revenue in the quarter, the capital markets growth. So ECM and DCM was a bit less than some of the peer groups, 11% year-on-year. I just wondered if there's any mix reasons for that or if there's any sort of delay still in Credit Suisse teams becoming fully productive. So just a question on capital markets revenues. And then second question is on the foreign subsidiaries topic. It sounds like you've reduced the UBS Americas CET1 ratio to around 20% from the previous 27%. In the past, you've run that anywhere from 14% to 22%. Is it realistic to think about going back into the mid to high teens in that subsidiary on a, say, five-year view?",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,BNP Paribas,"Yeah. Morning. Thank you. Two questions, please. Firstly, just to sort of revenue in the quarter, the capital markets growth. So ECM and DCM was a bit less than some of the peer groups, 11% year-on-year. I just wondered if there's any mix reasons for that or if there's any sort of delay still in Credit Suisse teams becoming fully productive. So just a question on capital markets revenues. And then second question is on the foreign subsidiaries topic. It sounds like you've reduced the UBS Americas CET1 ratio to around 20% from the previous 27%. In the past, you've run that anywhere from 14% to 22%. Is it realistic to think about going back into the mid to high teens in that subsidiary on a, say, five-year view?",
Jeremy Sigee,BNP Paribas,Okay. Thank you.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,BNP Paribas,Okay. Thank you.,
Kian Abouhossein,JPMorgan,"Yes, thanks for taking my question. I really only have question regarding the key slide 32. Sergio, I get the message don't get overexcited in terms of how capital would be repatriated and solve potentially a capital issue. But if I look at slide 32 and I got very excited when I saw the 13 billion, but clearly, it hasn't ended up in the parent bank. It has been further upstreamed. It looks like it. And I'm just trying to understand the rationale of the upstream and also trying to understand if there's room to downstream again, if necessary. And in that context and also trying to understand how much more capital is there in CS International? It should be something like 5 billion to 6 billion from what I calculate. And if there's any other subsidiaries that you would highlight, where there's room for potential further upstreaming into the parent going forward? So really just trying to square the process. I'm a little bit confused in that sense and if you could help me, I would really appreciate it.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,JPMorgan,"Yes, thanks for taking my question. I really only have question regarding the key slide 32. Sergio, I get the message don't get overexcited in terms of how capital would be repatriated and solve potentially a capital issue. But if I look at slide 32 and I got very excited when I saw the 13 billion, but clearly, it hasn't ended up in the parent bank. It has been further upstreamed. It looks like it. And I'm just trying to understand the rationale of the upstream and also trying to understand if there's room to downstream again, if necessary. And in that context and also trying to understand how much more capital is there in CS International? It should be something like 5 billion to 6 billion from what I calculate. And if there's any other subsidiaries that you would highlight, where there's room for potential further upstreaming into the parent going forward? So really just trying to square the process. I'm a little bit confused in that sense and if you could help me, I would really appreciate it.",
Kian Abouhossein,JPMorgan,"Sergio, just to add. I'm a bank analyst. I can get excited very quickly so just to put in context.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,JPMorgan,"Sergio, just to add. I'm a bank analyst. I can get excited very quickly so just to put in context.","Kian, I think it's worth just pointing out that, remember, when we acquired Credit Suisse and the capital ratios at the parent bank were, you know, distressed relative to what the UBS AG's fully applied capital ratio was and the strength and resilience of our capital on the UBS side. Also to consider, you know, the equity double leverage that was there on the Credit Suisse side. And as we inherited that, the pressure it put, you know, on our own, just given what we had to address and pushing up that double leverage. So, you know, taking out the capital and rebalancing the capital from former Credit Suisse subsidiaries in, say, the UK and the US, you know, up to the parent and fundamentally at group level, as you say, has been part of the plan, but also helps to alleviate the pressure in the equity double leverage. And I think that's an important point to mention. And that's why we made the comment that, you know, if there's going to be onerous capital imposed on the parent bank, it's going to be funded with the retention of future profits."
Kian Abouhossein,JPMorgan,"And just on double leverage, how much of the 13 billion do you actually require for double leverage and how much do you allocate for payback to shareholders? So we just get an idea how much is potentially excess in the holding, if there's any.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,JPMorgan,,
Kian Abouhossein,JPMorgan,"Thank you. Okay. And just on the 6 billion in the CS International, roughly 5 to 6 billion, is that correct, that's what's remaining?",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,JPMorgan,"Thank you. Okay. And just on the 6 billion in the CS International, roughly 5 to 6 billion, is that correct, that's what's remaining?",
Kian Abouhossein,JPMorgan,Thank you.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,JPMorgan,Thank you.,
Giulia Miotto,Morgan Stanley,"Yes. Hi. Good morning. Thank you for taking my questions. I have two. Going back to slide 31 on the Non- core deleveraging, how is it possible that, if I exclude op risk, which I understand is driven by a formula, that's fine. But on credit and market risk, capital risk came down by 42 billion since Q2 2023, and now you only plan to cut 7 billion in 2025. Why wouldn't we expect a faster deleveraging there given the market is still very supportive? And then secondly, thanks for all the additional detail on the GWM in the US. On the NII discussion in that division, which I look forward to the disclosure in Q1 - I guess having operating under a national charter other than Utah would help. But how quickly do you expect to get that license, please? Thank you.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Morgan Stanley,"Yes. Hi. Good morning. Thank you for taking my questions. I have two. Going back to slide 31 on the Non- core deleveraging, how is it possible that, if I exclude op risk, which I understand is driven by a formula, that's fine. But on credit and market risk, capital risk came down by 42 billion since Q2 2023, and now you only plan to cut 7 billion in 2025. Why wouldn't we expect a faster deleveraging there given the market is still very supportive? And then secondly, thanks for all the additional detail on the GWM in the US. On the NII discussion in that division, which I look forward to the disclosure in Q1 - I guess having operating under a national charter other than Utah would help. But how quickly do you expect to get that license, please? Thank you.",
Giulia Miotto,Morgan Stanley,"Got it. But is it fair to expect that, you know, three years longer, shorter?",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Morgan Stanley,"Got it. But is it fair to expect that, you know, three years longer, shorter?",
Giulia Miotto,Morgan Stanley,Understood. Thank you.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Morgan Stanley,Understood. Thank you.,
Giulia Miotto,Morgan Stanley,Got it. Thank you.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Morgan Stanley,Got it. Thank you.,
Stefan Stalmann,Autonomous Research," Hi. Yes, good morning. Thank you very much for taking my questions. I wanted to ask about the US wealth management plans, please. It looks like you're tilting away the business mix from the high end of the market towards more affluent and lower wealth brackets, which is pretty much the opposite of what you've been trying to achieve over the last 20 years, I would say. What has changed? Why are you coming to this different assessment of the relative attractiveness of different wealth brackets in the US? And the second question, I just wanted to make sure that I understood this correctly. The share buyback plans and aims that you outlined, they are not yet accrued and deducted from CET1 capital at the year end, isn't it? Thank you very much.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Autonomous Research," Hi. Yes, good morning. Thank you very much for taking my questions. I wanted to ask about the US wealth management plans, please. It looks like you're tilting away the business mix from the high end of the market towards more affluent and lower wealth brackets, which is pretty much the opposite of what you've been trying to achieve over the last 20 years, I would say. What has changed? Why are you coming to this different assessment of the relative attractiveness of different wealth brackets in the US? And the second question, I just wanted to make sure that I understood this correctly. The share buyback plans and aims that you outlined, they are not yet accrued and deducted from CET1 capital at the year end, isn't it? Thank you very much.",
Stefan Stalmann,Autonomous Research,Thank you,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Autonomous Research,Thank you,
Stefan Stalmann,Autonomous Research,Okay. Yeah. Just to quickly follow up on the first part of the question. Is the 1 billion share buyback plan also not deducted from CET1 capital or is it?,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Autonomous Research,Okay. Yeah. Just to quickly follow up on the first part of the question. Is the 1 billion share buyback plan also not deducted from CET1 capital or is it?,
Stefan Stalmann,Autonomous Research,It’s in. Okay. Thank you very much.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Autonomous Research,It’s in. Okay. Thank you very much.,
Andrew Coombs,Citi,"Good morning. One follow-up on GWM Americas and then perhaps I can touch on P&C, NII. On the GWM Americas, you highlighted a couple of times how you are adjusting the FA incentives to align them better with your strategic goals around net new money, sign acquisition and NII growth. I bet if you can just elaborate a bit more there on exactly what changes you are making, how you think those changes compare to your US peer group, especially given your comment in the near term it might lead some FA attrition and lower net new money? That's the first question. Second question on the P&C NII, it obviously has been of your biggest headwinds. You're guiding to, I think that was, well a much more pronounced drop this year than last year. But you're still expecting it to plateau after the second quarter. So if I just ask, what are your rate assumptions? Take the SNB rate. And I think you made a comment that it should plateau regardless of where the rate trajectory is thereafter. So perhaps if you could elaborate on that. And then also what your loan assumptions, given that your loan balances shrunk by another couple of billion this quarter. Thank you.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Citi,"Good morning. One follow-up on GWM Americas and then perhaps I can touch on P&C, NII. On the GWM Americas, you highlighted a couple of times how you are adjusting the FA incentives to align them better with your strategic goals around net new money, sign acquisition and NII growth. I bet if you can just elaborate a bit more there on exactly what changes you are making, how you think those changes compare to your US peer group, especially given your comment in the near term it might lead some FA attrition and lower net new money? That's the first question. Second question on the P&C NII, it obviously has been of your biggest headwinds. You're guiding to, I think that was, well a much more pronounced drop this year than last year. But you're still expecting it to plateau after the second quarter. So if I just ask, what are your rate assumptions? Take the SNB rate. And I think you made a comment that it should plateau regardless of where the rate trajectory is thereafter. So perhaps if you could elaborate on that. And then also what your loan assumptions, given that your loan balances shrunk by another couple of billion this quarter. Thank you.",
Stefan Stalmann,Autonomous Research,Very helpful. Thank you very much.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Autonomous Research,Very helpful. Thank you very much.,
Amit Goel,Mediobanca,"Hi. Thank you and thank you for the clarifications on the capital. I've got just a couple of questions again on the US business. And so I guess, one, I was just wanted to understand a bit better, you know, as you get to the 15% PBT margin in 2027, you know, what is the kind of plan or thought process in terms of getting to kind of peer levels or 25%, 30% operating margin in the future or do you, I don't know if you think peers are overearning? But what the step is there? And if, you know, building out the more comprehensive banking offering and delivery model is part of that, but what cost is involved in that? And then secondly, also just curious, in terms of the PBT margin that you're targeting to sustain in 2027, I think previously you were talking about mid-teens in 2026. So just to check, is that slightly later or is it the same basic expectation? Thank you.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Mediobanca,"Hi. Thank you and thank you for the clarifications on the capital. I've got just a couple of questions again on the US business. And so I guess, one, I was just wanted to understand a bit better, you know, as you get to the 15% PBT margin in 2027, you know, what is the kind of plan or thought process in terms of getting to kind of peer levels or 25%, 30% operating margin in the future or do you, I don't know if you think peers are overearning? But what the step is there? And if, you know, building out the more comprehensive banking offering and delivery model is part of that, but what cost is involved in that? And then secondly, also just curious, in terms of the PBT margin that you're targeting to sustain in 2027, I think previously you were talking about mid-teens in 2026. So just to check, is that slightly later or is it the same basic expectation? Thank you.",
Amit Goel,Mediobanca,"Thank you. Can I just follow up just in terms of that investment and in terms of points of operating margin, would that be kind of 2, 3 or 5 percentage points of operating margin that you're investing in those years or just to think about thereafter, how much could potentially drop out or how much is just ongoing investment?",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Mediobanca,"Thank you. Can I just follow up just in terms of that investment and in terms of points of operating margin, would that be kind of 2, 3 or 5 percentage points of operating margin that you're investing in those years or just to think about thereafter, how much could potentially drop out or how much is just ongoing investment?",
Amit Goel,Mediobanca,Thank you.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Mediobanca,Thank you.,
Antonio Reale,Bank of America,"Good morning. It's Antonio from Bank of America. Two questions for me, please. Actually, it's two follow- ups, really. One on capital and one on the P&C. So you've repatriated the 13 billion capital at the parent company this quarter. And despite that, your CET1 ratio at the AG level was only up 20 bps or so Q-on-Q to 13.5% now. Could you please explain why that was the case and maybe talk us through the moving parts? I'm sorry if it's a repetition, but I think it's important. And the second question is, again, a follow-up on your Swiss business. You've talked about your NII guidance. Can you just remind us your sensitivity to rates and hedging structure in Switzerland? And more in general, what flexibility would you have to mitigate some of this trend on NII with the rest for the P&L? You've alluded to more cost synergies. So if you can share a little bit more about the moving parts of the P&L, that would be that would be super helpful. Thank you.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Bank of America,"Good morning. It's Antonio from Bank of America. Two questions for me, please. Actually, it's two follow- ups, really. One on capital and one on the P&C. So you've repatriated the 13 billion capital at the parent company this quarter. And despite that, your CET1 ratio at the AG level was only up 20 bps or so Q-on-Q to 13.5% now. Could you please explain why that was the case and maybe talk us through the moving parts? I'm sorry if it's a repetition, but I think it's important. And the second question is, again, a follow-up on your Swiss business. You've talked about your NII guidance. Can you just remind us your sensitivity to rates and hedging structure in Switzerland? And more in general, what flexibility would you have to mitigate some of this trend on NII with the rest for the P&L? You've alluded to more cost synergies. So if you can share a little bit more about the moving parts of the P&L, that would be that would be super helpful. Thank you.",
Antonio Reale,Bank of America,Thank you very much.,4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,Bank of America,Thank you very much.,
Piers Brown,HSBC,"Yes, good morning, everybody. I just got two follow-ups. One, I just wanted to make sure on if I got the message correct on client risk appetite. I mean, you've talked about the move into sweep accounts and obviously the fourth quarter NII was much better than we anticipated. But then on the transaction side, you're little bit below street expectations. When I look at the loan number, that's still declining. So just appetite for re-leveraging and sort of look forward on the client activity into the first quarter. Can you comment that, please? And then just a technical question maybe on the Basel III final outcome. I mean, I said it's basically no change to CET1. I think you had guided to a 30 basis points impact originally. So what's moved in your favor on implementation of Basel III final that's caused a delta? Thanks.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,HSBC,"Yes, good morning, everybody. I just got two follow-ups. One, I just wanted to make sure on if I got the message correct on client risk appetite. I mean, you've talked about the move into sweep accounts and obviously the fourth quarter NII was much better than we anticipated. But then on the transaction side, you're little bit below street expectations. When I look at the loan number, that's still declining. So just appetite for re-leveraging and sort of look forward on the client activity into the first quarter. Can you comment that, please? And then just a technical question maybe on the Basel III final outcome. I mean, I said it's basically no change to CET1. I think you had guided to a 30 basis points impact originally. So what's moved in your favor on implementation of Basel III final that's caused a delta? Thanks.",
Piers Brown,HSBC,"That's perfect. Thanks. Just on global banking, you mentioned a 20% change in pipeline, was it up or down? I didn't catch that.",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,HSBC,"That's perfect. Thanks. Just on global banking, you mentioned a 20% change in pipeline, was it up or down? I didn't catch that.","So yeah, it came in – the final number came in, yes, sorry, Piers, I got your question. The fee pool is down around 21 percentage for January."
Piers Brown,HSBC,"21, okay. So in any case, to handle in front so...",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,HSBC,,So that's industry and not UBS. Just to be clear.
Piers Brown,HSBC,"Ok, Thanks very much",4 February 2025,4Q24,4q24-earnings-call-remarks.pdf,,HSBC,,
